194.03,-61.17281
194.578,-66.21039
195.127,-59.18522
195.676,-56.17627
196.225,14.03705
196.773,-39.10759
197.321,-76.20651
197.87,-69.17289
198.418,-58.1432
198.966,-129.32451
199.513,-136.32687
200.061,-106.25747
200.609,-73.18614
201.156,-114.23965
201.704,-126.30548
202.251,-108.27465
202.798,-105.26195
203.345,-75.17817
203.892,-125.30368
204.438,-85.19538
204.985,-119.26991
205.532,-143.3632
206.078,-71.16659
206.624,-115.27119
207.17,-63.13987
207.716,-127.29681
208.262,-56.10588
208.808,-175.4162
209.354,-89.20686
209.899,-64.15528
210.445,-108.25671
210.99,-159.37072
211.535,-26.05805
212.08,-99.2219
212.625,-99.23844
213.17,-34.08191
213.715,-86.18183
214.259,-23.05087
214.804,-81.19242
215.348,-104.22989
215.892,-115.26655
216.436,-55.12226
216.98,-34.07192
217.524,-62.13997
218.068,-55.13242
218.612,-56.135
219.155,-24.05363
219.698,-36.08174
220.242,-44.10515
220.785,-68.15283
221.328,-27.06414
221.871,1.00241
222.414,-39.09308
222.956,-105.24366
223.499,-57.12318
224.041,-46.10317
224.583,18.03704
225.126,-21.04416
225.668,-95.22272
226.21,-90.21787
226.751,-79.16597
227.293,0
227.835,-75.17577
228.376,7.01538
228.918,-40.09676
229.459,-82.19574
230,-41.09318
230.541,-45.09941
231.082,-91.21251
231.622,-41.0905
232.163,-69.16006
232.704,-99.23618
233.244,-88.20982
233.784,9.02094
234.324,-128.27134
234.864,-75.1634
235.404,-19.04304
235.944,-65.14809
236.484,-37.08817
237.023,-67.15141
237.563,-66.14577
238.102,-12.02686
238.641,-62.14986
239.18,-109.24482
239.719,-49.11726
240.258,-87.18849
240.797,-70.15984
241.335,-54.12628
241.874,-49.08985
242.412,-92.21193
242.95,-102.23319
243.488,-17.03672
244.026,-47.10279
244.564,-60.11812
245.102,-108.23324
245.64,-53.12202
246.177,-21.04455
246.715,-30.06839
247.252,-66.14504
247.789,41.07261
248.326,-99.22655
248.863,-94.19726
249.4,-90.1962
249.936,-86.16954
250.473,-85.18895
251.009,-99.2166
251.546,-68.14257
252.082,-58.1208
252.618,-97.20639
253.154,-76.17326
253.69,-67.14342
254.226,-67.15166
254.761,-60.1278
255.297,-86.17928
255.832,-103.23258
256.367,-86.19288
256.903,-77.16062
257.438,-51.11347
257.972,-84.17814
258.507,-156.34311
259.042,-74.15261
259.576,-102.20818
260.111,-56.1226
260.645,-47.09617
261.179,-89.19678
261.713,-100.21161
262.247,-132.29215
262.781,-100.19918
263.315,-86.19898
263.849,-85.20084
264.382,-34.07349
264.915,-72.15862
265.449,-168.38962
265.982,-67.14417
