ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well,Data Tag,Sample Tag,Dataset
49,25.0,150.0,95.24,57.14,147.62,1.0,0.6,1.55,E1,N3 R8,sample 1,"['N3_New/Data/20250922_N3R8/N3 R8 sample 1_Subt2__0__13-54-56-143.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 1_Subt2__1__13-54-57-140.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 1_Subt2__2__13-54-58-140.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 1_Subt2__3__13-54-59-141.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 1_Subt2__4__13-55-00-143.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 1_Subt2__5__13-55-01-143.txt']"
50,25.0,150.0,95.24,57.14,147.62,1.0,0.6,1.55,E2,N3 R8,sample 2,"['N3_New/Data/20250922_N3R8/N3 R8 sample 2_Subt2__0__13-42-28-660.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 2_Subt2__1__13-42-27-660.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 2_Subt2__2__13-42-29-655.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 2_Subt2__3__13-42-30-660.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 2_Subt2__4__13-42-31-660.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 2_Subt2__5__13-42-32-660.txt']"
51,20.0,150.0,93.17,65.22,141.61,1.0,0.7,1.52,E3,N3 R8,sample 3,"['N3_New/Data/20250922_N3R8/N3 R8 sample 3_Subt2__0__13-55-45-142.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 3_Subt2__1__13-55-46-138.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 3_Subt2__2__13-55-47-142.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 3_Subt2__3__13-55-48-142.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 3_Subt2__4__13-55-49-142.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 3_Subt2__5__13-55-50-142.txt']"
52,20.0,150.0,93.17,65.22,141.61,1.0,0.7,1.52,E4,N3 R8,sample 4,"['N3_New/Data/20250922_N3R8/N3 R8 sample 4_Subt2__0__13-56-04-142.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 4_Subt2__1__13-56-05-141.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 4_Subt2__2__13-56-06-141.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 4_Subt2__3__13-56-07-141.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 4_Subt2__4__13-56-08-140.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 4_Subt2__5__13-56-09-141.txt']"
53,10.0,150.0,93.75,65.62,140.62,1.0,0.7,1.5,E5,N3 R8,sample 5,"['N3_New/Data/20250922_N3R8/N3 R8 sample 5_Subt2__0__13-56-36-641.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 5_Subt2__1__13-56-37-641.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 5_Subt2__2__13-56-38-641.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 5_Subt2__3__13-56-39-645.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 5_Subt2__4__13-56-40-640.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 5_Subt2__5__13-56-41-641.txt']"
54,10.0,150.0,93.75,65.62,140.62,1.0,0.7,1.5,E6,N3 R8,sample 6,"['N3_New/Data/20250922_N3R8/N3 R8 sample 6_Subt2__0__13-57-16-140.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 6_Subt2__1__13-57-14-140.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 6_Subt2__2__13-57-15-140.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 6_Subt2__3__13-57-13-140.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 6_Subt2__4__13-57-17-140.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 6_Subt2__5__13-57-18-140.txt']"
55,5.0,150.0,95.24,57.14,147.62,1.0,0.6,1.55,E7,N3 R8,sample 7,"['N3_New/Data/20250922_N3R8/N3 R8 sample 7_Subt2__0__13-38-15-165.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 7_Subt2__1__13-38-16-166.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 7_Subt2__2__13-38-17-166.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 7_Subt2__3__13-38-18-165.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 7_Subt2__4__13-38-19-165.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 7_Subt2__5__13-38-20-165.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 7_Subt2__NA0__13-34-36-671.txt']"
56,5.0,150.0,95.24,57.14,147.62,1.0,0.6,1.55,E8,N3 R8,sample 8,"['N3_New/Data/20250922_N3R8/N3 R8 sample 8_Subt2__0__13-38-59-665.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 8_Subt2__1__13-39-00-665.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 8_Subt2__2__13-39-01-664.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 8_Subt2__3__13-39-02-664.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 8_Subt2__4__13-39-03-665.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 8_Subt2__5__13-39-04-664.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 8_Subt2__NA0__13-37-00-667.txt']"
57,5.0,150.0,93.17,65.22,141.61,1.0,0.7,1.52,E9,N3 R8,sample 9,"['N3_New/Data/20250922_N3R8/N3 R8 sample 9_Subt2__0__13-39-21-664.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 9_Subt2__1__13-39-22-664.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 9_Subt2__2__13-39-23-664.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 9_Subt2__3__13-39-24-664.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 9_Subt2__4__13-39-25-660.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 9_Subt2__5__13-39-26-666.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 9_Subt2__NA0__13-37-25-167.txt']"
58,5.0,150.0,93.17,65.22,141.61,1.0,0.7,1.52,E10,N3 R8,sample 10,"['N3_New/Data/20250922_N3R8/N3 R8 sample 10_Subt2__0__13-40-08-663.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 10_Subt2__1__13-40-09-663.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 10_Subt2__2__13-40-10-663.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 10_Subt2__3__13-40-11-662.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 10_Subt2__4__13-40-12-664.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 10_Subt2__5__13-40-13-663.txt']"
59,5.0,150.0,95.54,59.24,145.22,1.0,0.62,1.52,E11,N3 R8,sample 11,"['N3_New/Data/20250922_N3R8/N3 R8 sample 11_Subt2__0__13-40-58-662.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 11_Subt2__1__13-40-59-662.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 11_Subt2__2__13-41-00-662.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 11_Subt2__3__13-41-01-166.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 11_Subt2__4__13-41-02-163.txt', 'N3_New/Data/20250922_N3R8/N3 R8 sample 11_Subt2__5__13-41-03-162.txt']"
