ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well,Data Tag,Sample Tag,Dataset
25,60.0,150.0,100.0,40.0,160.0,1.0,0.4,1.6,C1,N3 R1,sample 1,"['N3_New/Data/20250917_N3R1/N3 R1 sample 1_Subt2__0__16-09-41-995.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 1_Subt2__1__16-09-42-994.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 1_Subt2__2__16-09-43-570.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 1_Subt2__3__16-09-44-496.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 1_Subt2__4__16-09-45-494.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 1_Subt2__5__16-09-46-481.txt']"
26,60.0,150.0,100.0,40.0,160.0,1.0,0.4,1.6,C2,N3 R1,sample 2,"['N3_New/Data/20250917_N3R1/N3 R1 sample 2_Subt2__0__16-11-28-492.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 2_Subt2__1__16-11-29-492.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 2_Subt2__2__16-11-30-492.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 2_Subt2__3__16-11-31-492.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 2_Subt2__4__16-11-32-494.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 2_Subt2__5__16-11-33-492.txt']"
27,35.0,150.0,86.21,75.86,137.93,1.0,0.88,1.6,C3,N3 R1,sample 3,"['N3_New/Data/20250917_N3R1/N3 R1 sample 3_Subt2__0__15-36-44-539.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 3_Subt2__1__15-36-45-538.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 3_Subt2__2__15-36-46-540.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 3_Subt2__3__15-36-47-539.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 3_Subt2__4__15-36-48-539.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 3_Subt2__5__15-36-49-042.txt']"
28,35.0,150.0,86.21,75.86,137.93,1.0,0.88,1.6,C4,N3 R1,sample 4,"['N3_New/Data/20250917_N3R1/N3 R1 sample 4_Subt2__0__15-37-08-038.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 4_Subt2__1__15-37-09-038.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 4_Subt2__2__15-37-10-039.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 4_Subt2__3__15-37-11-038.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 4_Subt2__4__15-37-12-038.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 4_Subt2__5__15-37-13-039.txt']"
29,5.0,150.0,93.17,57.76,149.07,1.0,0.62,1.6,C5,N3 R1,sample 5,"['N3_New/Data/20250917_N3R1/N3 R1 sample 5_Subt2__0__15-08-07-074.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 5_Subt2__1__15-08-08-078.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 5_Subt2__2__15-08-09-077.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 5_Subt2__3__15-08-10-077.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 5_Subt2__4__15-08-10-579.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 5_Subt2__5__15-08-11-578.txt']"
30,5.0,150.0,93.17,57.76,149.07,1.0,0.62,1.6,C6,N3 R1,sample 6,"['N3_New/Data/20250917_N3R1/N3 R1 sample 6_Subt2__0__15-08-32-077.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 6_Subt2__1__15-08-33-076.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 6_Subt2__2__15-08-34-079.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 6_Subt2__3__15-08-35-077.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 6_Subt2__4__15-08-36-074.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 6_Subt2__5__15-08-37-078.txt']"
31,5.0,150.0,100.0,40.0,160.0,1.0,0.4,1.6,C7,N3 R1,sample 7,"['N3_New/Data/20250917_N3R1/N3 R1 sample 7_Subt2__0__15-09-09-077.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 7_Subt2__1__15-09-10-076.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 7_Subt2__2__15-09-11-075.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 7_Subt2__3__15-09-12-087.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 7_Subt2__4__15-09-13-076.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 7_Subt2__5__15-09-13-589.txt']"
32,5.0,150.0,100.0,40.0,160.0,1.0,0.4,1.6,C8,N3 R1,sample 8,"['N3_New/Data/20250917_N3R1/N3 R1 sample 8_Subt2__0__15-09-48-075.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 8_Subt2__1__15-09-49-074.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 8_Subt2__2__15-09-50-075.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 8_Subt2__3__15-09-51-077.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 8_Subt2__4__15-09-52-076.txt']"
33,5.0,150.0,105.26,42.11,152.63,1.0,0.4,1.45,C9,N3 R1,sample 9,"['N3_New/Data/20250917_N3R1/N3 R1 sample 9_Subt2__0__15-10-12-075.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 9_Subt2__1__15-10-13-075.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 9_Subt2__2__15-10-14-075.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 9_Subt2__3__15-10-15-127.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 9_Subt2__4__15-10-16-062.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 9_Subt2__5__15-10-17-062.txt']"
34,5.0,150.0,105.26,42.11,152.63,1.0,0.4,1.45,C10,N3 R1,sample 10,"['N3_New/Data/20250917_N3R1/N3 R1 sample 10_Subt2__0__15-14-13-070.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 10_Subt2__1__15-14-14-069.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 10_Subt2__2__15-14-15-070.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 10_Subt2__3__15-14-16-071.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 10_Subt2__4__15-14-16-577.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 10_Subt2__5__15-14-17-570.txt']"
35,5.0,150.0,90.91,100.0,109.09,1.0,1.1,1.2,C11,N3 R1,sample 11,"['N3_New/Data/20250917_N3R1/N3 R1 sample 11_Subt2__0__15-11-09-073.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 11_Subt2__1__15-11-10-073.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 11_Subt2__2__15-11-11-074.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 11_Subt2__3__15-11-12-079.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 11_Subt2__4__15-11-13-074.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 11_Subt2__5__15-11-14-073.txt']"
36,5.0,150.0,90.91,100.0,109.09,1.0,1.1,1.2,C12,N3 R1,sample 12,"['N3_New/Data/20250917_N3R1/N3 R1 sample 12_Subt2__0__15-11-28-573.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 12_Subt2__1__15-11-29-559.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 12_Subt2__2__15-11-30-573.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 12_Subt2__3__15-11-31-573.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 12_Subt2__4__15-11-32-088.txt', 'N3_New/Data/20250917_N3R1/N3 R1 sample 12_Subt2__5__15-11-33-073.txt']"
