ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well,Data Tag,Sample Tag,Dataset
61,60.0,115.0,89.02,73.0,137.98,1.0,0.82,1.55,F1,N3 R9,sample 1,"['N3_New/Data/20250922_N3R9/N3 R9 sample 1_Subt2__0__15-36-39-006.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 1_Subt2__1__15-36-40-006.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 1_Subt2__2__15-36-41-006.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 1_Subt2__3__15-36-42-010.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 1_Subt2__4__15-36-43-006.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 1_Subt2__5__15-36-44-006.txt']"
62,60.0,115.0,89.02,73.0,137.98,1.0,0.82,1.55,F2,N3 R9,sample 2,"['N3_New/Data/20250922_N3R9/N3 R9 sample 2_Subt2__0__15-37-00-505.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 2_Subt2__1__15-37-01-505.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 2_Subt2__2__15-37-02-506.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 2_Subt2__3__15-37-03-506.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 2_Subt2__4__15-37-04-506.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 2_Subt2__5__15-37-05-505.txt']"
63,55.0,115.0,87.72,71.93,140.35,1.0,0.82,1.6,F3,N3 R9,sample 3,"['N3_New/Data/20250922_N3R9/N3 R9 sample 3_Subt2__0__15-37-15-505.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 3_Subt2__1__15-37-16-505.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 3_Subt2__2__15-37-17-505.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 3_Subt2__3__15-37-18-505.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 3_Subt2__4__15-37-19-504.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 3_Subt2__5__15-37-20-505.txt']"
64,55.0,115.0,87.72,71.93,140.35,1.0,0.82,1.6,F4,N3 R9,sample 4,"['N3_New/Data/20250922_N3R9/N3 R9 sample 4_Subt2__0__15-37-39-505.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 4_Subt2__1__15-37-40-505.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 4_Subt2__2__15-37-41-505.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 4_Subt2__3__15-37-42-502.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 4_Subt2__4__15-37-43-505.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 4_Subt2__5__15-37-44-504.txt']"
65,50.0,115.0,87.72,71.93,140.35,1.0,0.82,1.6,F5,N3 R9,sample 5,"['N3_New/Data/20250922_N3R9/N3 R9 sample 5_Subt2__0__15-27-24-519.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 5_Subt2__1__15-27-25-519.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 5_Subt2__2__15-27-26-511.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 5_Subt2__3__15-27-27-517.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 5_Subt2__4__15-27-28-519.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 5_Subt2__5__15-27-29-518.txt']"
66,50.0,115.0,87.72,71.93,140.35,1.0,0.82,1.6,F6,N3 R9,sample 6,"['N3_New/Data/20250922_N3R9/N3 R9 sample 6_Subt2__0__15-28-02-518.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 6_Subt2__1__15-28-03-518.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 6_Subt2__2__15-28-04-511.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 6_Subt2__3__15-28-05-518.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 6_Subt2__4__15-28-06-518.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 6_Subt2__5__15-28-07-517.txt']"
67,25.0,115.0,85.71,77.14,137.14,1.0,0.9,1.6,F7,N3 R9,sample 7,"['N3_New/Data/20250922_N3R9/N3 R9 sample 7_Subt2__0__15-10-01-042.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 7_Subt2__1__15-10-02-042.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 7_Subt2__2__15-10-03-042.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 7_Subt2__3__15-10-04-042.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 7_Subt2__4__15-10-04-547.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 7_Subt2__5__15-10-05-542.txt']"
68,25.0,115.0,85.71,77.14,137.14,1.0,0.9,1.6,F8,N3 R9,sample 8,"['N3_New/Data/20250922_N3R9/N3 R9 sample 8_Subt2__0__15-10-22-042.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 8_Subt2__1__15-10-23-042.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 8_Subt2__2__15-10-24-041.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 8_Subt2__3__15-10-25-043.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 8_Subt2__4__15-10-25-557.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 8_Subt2__5__15-10-26-541.txt']"
69,25.0,115.0,87.72,71.93,140.35,1.0,0.82,1.6,F9,N3 R9,sample 9,"['N3_New/Data/20250922_N3R9/N3 R9 sample 9_Subt2__0__15-11-05-041.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 9_Subt2__1__15-11-06-041.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 9_Subt2__2__15-11-07-041.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 9_Subt2__3__15-11-08-041.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 9_Subt2__4__15-11-09-035.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 9_Subt2__5__15-11-10-040.txt']"
70,25.0,115.0,87.72,71.93,140.35,1.0,0.82,1.6,F10,N3 R9,sample 10,"['N3_New/Data/20250922_N3R9/N3 R9 sample 10_Subt2__0__15-11-25-540.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 10_Subt2__1__15-11-26-540.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 10_Subt2__2__15-11-27-540.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 10_Subt2__3__15-11-28-540.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 10_Subt2__4__15-11-29-532.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 10_Subt2__5__15-11-30-540.txt']"
71,5.0,115.0,87.72,71.93,140.35,1.0,0.82,1.6,F11,N3 R9,sample 11,"['N3_New/Data/20250922_N3R9/N3 R9 sample 11_Subt2__0__14-44-04-077.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 11_Subt2__1__14-44-05-077.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 11_Subt2__2__14-44-06-077.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 11_Subt2__3__14-44-07-077.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 11_Subt2__4__14-44-08-077.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 11_Subt2__5__14-44-09-077.txt']"
72,5.0,115.0,87.72,71.93,140.35,1.0,0.82,1.6,F12,N3 R9,sample 12,"['N3_New/Data/20250922_N3R9/N3 R9 sample 12_Subt2__0__14-47-07-561.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 12_Subt2__1__14-45-09-576.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 12_Subt2__1__14-47-08-573.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 12_Subt2__2__14-45-10-575.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 12_Subt2__2__14-47-09-573.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 12_Subt2__3__14-45-11-575.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 12_Subt2__3__14-47-10-573.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 12_Subt2__4__14-45-12-575.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 12_Subt2__4__14-47-11-573.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 12_Subt2__5__14-45-13-575.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 12_Subt2__5__14-47-12-573.txt', 'N3_New/Data/20250922_N3R9/N3 R9 sample 12_Subt2__NA0__14-45-08-575.txt']"
