ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well,Data Tag,Sample Tag,Dataset
13,10.0,60.0,94.64,53.94,151.42,1.0,0.57,1.6,B1,N3 R7,sample 1,"['N3_New/Data/20250919_N3R7/N3 R7 sample 1_Subt2__0__16-59-39-404.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 1_Subt2__1__16-59-40-404.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 1_Subt2__2__16-59-41-404.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 1_Subt2__3__16-59-42-410.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 1_Subt2__4__16-59-43-391.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 1_Subt2__5__16-59-44-404.txt']"
14,10.0,60.0,94.64,53.94,151.42,1.0,0.57,1.6,B2,N3 R7,sample 2,"['N3_New/Data/20250919_N3R7/N3 R7 sample 2_Subt2__0__16-59-56-892.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 2_Subt2__1__16-59-57-903.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 2_Subt2__2__16-59-58-903.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 2_Subt2__3__16-59-59-892.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 2_Subt2__4__17-00-00-904.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 2_Subt2__5__17-00-01-903.txt']"
15,10.0,60.0,95.24,52.38,152.38,1.0,0.55,1.6,B3,N3 R7,sample 3,"['N3_New/Data/20250919_N3R7/N3 R7 sample 3_Subt2__0__17-02-12-400.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 3_Subt2__1__17-02-11-400.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 3_Subt2__2__17-02-13-400.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 3_Subt2__3__17-02-14-400.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 3_Subt2__4__17-02-15-400.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 3_Subt2__5__17-02-16-400.txt']"
16,10.0,60.0,95.24,52.38,152.38,1.0,0.55,1.6,B4,N3 R7,sample 4,"['N3_New/Data/20250919_N3R7/N3 R7 sample 4_Subt2__0__17-00-54-402.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 4_Subt2__1__17-00-55-402.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 4_Subt2__2__17-00-56-402.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 4_Subt2__3__17-00-57-402.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 4_Subt2__4__17-00-58-402.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 4_Subt2__5__17-00-59-402.txt']"
17,5.0,60.0,83.8,82.12,134.08,1.0,0.98,1.6,B5,N3 R7,sample 5,"['N3_New/Data/20250919_N3R7/N3 R7 sample 5_Subt2__0__16-52-51-413.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 5_Subt2__1__16-52-52-413.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 5_Subt2__2__16-52-53-413.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 5_Subt2__3__16-52-54-413.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 5_Subt2__4__16-52-55-413.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 5_Subt2__5__16-52-56-413.txt']"
18,5.0,60.0,83.8,82.12,134.08,1.0,0.98,1.6,B6,N3 R7,sample 6,"['N3_New/Data/20250919_N3R7/N3 R7 sample 6_Subt2__0__16-54-25-911.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 6_Subt2__1__16-54-26-903.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 6_Subt2__2__16-54-27-911.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 6_Subt2__3__16-54-28-911.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 6_Subt2__4__16-54-29-911.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 6_Subt2__5__16-54-30-911.txt']"
19,5.0,60.0,93.17,57.76,149.07,1.0,0.62,1.6,B7,N3 R7,sample 7,"['N3_New/Data/20250919_N3R7/N3 R7 sample 7_Subt2__0__16-54-51-410.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 7_Subt2__1__16-54-52-402.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 7_Subt2__2__16-54-53-410.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 7_Subt2__3__16-54-54-410.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 7_Subt2__4__16-54-55-410.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 7_Subt2__5__16-54-56-410.txt']"
20,5.0,60.0,93.17,57.76,149.07,1.0,0.62,1.6,B8,N3 R7,sample 8,"['N3_New/Data/20250919_N3R7/N3 R7 sample 8_Subt2__0__16-55-51-909.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 8_Subt2__1__16-55-50-909.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 8_Subt2__2__16-55-49-909.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 8_Subt2__3__16-55-52-909.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 8_Subt2__4__16-55-53-909.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 8_Subt2__5__16-55-54-909.txt']"
21,5.0,60.0,94.64,53.94,151.42,1.0,0.57,1.6,B9,N3 R7,sample 9,"['N3_New/Data/20250919_N3R7/N3 R7 sample 9_Subt2__0__16-56-45-908.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 9_Subt2__1__16-56-46-907.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 9_Subt2__2__16-56-47-908.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 9_Subt2__3__16-56-48-908.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 9_Subt2__4__16-56-49-908.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 9_Subt2__5__16-56-50-908.txt']"
22,5.0,60.0,94.64,53.94,151.42,1.0,0.57,1.6,B10,N3 R7,sample 10,"['N3_New/Data/20250919_N3R7/N3 R7 sample 10_Subt2__0__16-57-47-906.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 10_Subt2__1__16-57-48-906.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 10_Subt2__2__16-57-49-906.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 10_Subt2__3__16-57-50-906.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 10_Subt2__4__16-57-51-416.txt', 'N3_New/Data/20250919_N3R7/N3 R7 sample 10_Subt2__5__16-57-52-407.txt']"
