ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well,Data Tag,Sample Tag,Dataset
61,35.0,65.0,81.97,80.33,137.7,1.0,0.98,1.68,F1,N2 R10,sample 1,"['N2_Sep/Data/20250901_N2R10/N2 R10 sample 1_Subt2__0__13-28-42-247.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 1_Subt2__1__13-28-43-249.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 1_Subt2__2__13-28-44-249.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 1_Subt2__3__13-28-45-250.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 1_Subt2__4__13-28-46-249.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 1_Subt2__5__13-28-47-249.txt']"
62,35.0,65.0,81.97,80.33,137.7,1.0,0.98,1.68,F2,N2 R10,sample 2,"['N2_Sep/Data/20250901_N2R10/N2 R10 sample 2_Subt2__0__13-30-02-748.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 2_Subt2__1__13-30-03-746.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 2_Subt2__2__13-30-04-747.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 2_Subt2__3__13-30-05-251.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 2_Subt2__4__13-30-06-248.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 2_Subt2__5__13-30-07-248.txt']"
63,25.0,65.0,80.65,102.42,116.94,1.0,1.27,1.45,F3,N2 R10,sample 3,"['N2_Sep/Data/20250901_N2R10/N2 R10 sample 3_Subt2__0__13-22-59-759.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 3_Subt2__1__13-23-00-757.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 3_Subt2__2__13-23-01-757.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 3_Subt2__3__13-23-02-757.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 3_Subt2__4__13-23-03-757.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 3_Subt2__5__13-23-04-758.txt']"
64,25.0,65.0,80.65,102.42,116.94,1.0,1.27,1.45,F4,N2 R10,sample 4,"['N2_Sep/Data/20250901_N2R10/N2 R10 sample 4_Subt2__0__13-23-28-757.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 4_Subt2__1__13-23-29-756.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 4_Subt2__2__13-23-30-762.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 4_Subt2__3__13-23-31-756.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 4_Subt2__4__13-23-32-760.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 4_Subt2__5__13-23-33-756.txt']"
65,20.0,65.0,81.08,82.7,136.22,1.0,1.02,1.68,F5,N2 R10,sample 5,"['N2_Sep/Data/20250901_N2R10/N2 R10 sample 5_Subt2__0__13-18-44-763.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 5_Subt2__1__13-18-45-763.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 5_Subt2__2__13-18-46-764.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 5_Subt2__3__13-18-47-763.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 5_Subt2__4__13-18-48-768.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 5_Subt2__5__13-18-49-759.txt']"
66,20.0,65.0,81.08,82.7,136.22,1.0,1.02,1.68,F6,N2 R10,sample 6,"['N2_Sep/Data/20250901_N2R10/N2 R10 sample 6_Subt2__0__13-19-31-262.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 6_Subt2__1__13-19-32-262.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 6_Subt2__2__13-19-33-262.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 6_Subt2__3__13-19-34-255.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 6_Subt2__4__13-19-35-256.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 6_Subt2__5__13-19-36-255.txt']"
67,20.0,65.0,83.33,76.67,140.0,1.0,0.92,1.68,F7,N2 R10,sample 7,"['N2_Sep/Data/20250901_N2R10/N2 R10 sample 7_Subt2__0__13-22-12-258.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 7_Subt2__1__13-22-13-259.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 7_Subt2__2__13-22-14-258.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 7_Subt2__3__13-22-15-246.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 7_Subt2__4__13-22-16-261.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 7_Subt2__5__13-22-17-258.txt']"
68,20.0,65.0,83.33,76.67,140.0,1.0,0.92,1.68,F8,N2 R10,sample 8,"['N2_Sep/Data/20250901_N2R10/N2 R10 sample 8_Subt2__0__13-20-22-753.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 8_Subt2__1__13-20-23-761.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 8_Subt2__2__13-20-24-760.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 8_Subt2__3__13-20-25-753.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 8_Subt2__4__13-20-26-762.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 8_Subt2__5__13-20-27-748.txt']"
69,15.0,65.0,80.0,88.0,132.0,1.0,1.1,1.65,F9,N2 R10,sample 9,"['N2_Sep/Data/20250901_N2R10/N2 R10 sample 9_Subt2__0__13-10-13-775.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 9_Subt2__1__13-10-14-776.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 9_Subt2__2__13-10-15-775.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 9_Subt2__3__13-10-16-774.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 9_Subt2__4__13-10-17-775.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 9_Subt2__5__13-10-18-774.txt']"
70,15.0,65.0,80.0,88.0,132.0,1.0,1.1,1.65,F10,N2 R10,sample 10,"['N2_Sep/Data/20250901_N2R10/N2 R10 sample 10_Subt2__0__13-15-51-267.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 10_Subt2__1__13-15-52-264.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 10_Subt2__2__13-15-53-267.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 10_Subt2__3__13-15-54-269.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 10_Subt2__4__13-15-55-267.txt', 'N2_Sep/Data/20250901_N2R10/N2 R10 sample 10_Subt2__5__13-15-56-267.txt']"
