ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well,Data Tag,Sample Tag,Dataset
37,25.0,70.0,73.17,102.44,124.39,1.0,1.4,1.7,D1,N2 R15,sample 1,"['N2_Sep/Data/20250902_N2R15/N2 R15 sample 1_Subt2__00__15-36-35-491.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 1_Subt2__01__15-36-36-491.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 1_Subt2__02__15-36-37-492.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 1_Subt2__03__15-36-38-490.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 1_Subt2__04__15-36-39-497.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 1_Subt2__05__15-36-40-491.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 1_Subt2__0__15-33-06-495.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 1_Subt2__1__15-33-07-495.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 1_Subt2__2__15-33-08-495.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 1_Subt2__3__15-33-09-483.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 1_Subt2__4__15-33-10-495.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 1_Subt2__5__15-33-11-496.txt']"
38,25.0,70.0,73.17,102.44,124.39,1.0,1.4,1.7,D2,N2 R15,sample 2,"['N2_Sep/Data/20250902_N2R15/N2 R15 sample 2_Subt2__00__15-35-57-492.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 2_Subt2__01__15-35-58-491.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 2_Subt2__02__15-35-59-493.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 2_Subt2__03__15-36-00-492.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 2_Subt2__04__15-36-01-492.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 2_Subt2__05__15-36-02-492.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 2_Subt2__0__15-33-30-981.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 2_Subt2__1__15-33-31-984.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 2_Subt2__2__15-33-32-995.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 2_Subt2__3__15-33-33-982.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 2_Subt2__4__15-33-34-999.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 2_Subt2__5__15-33-35-995.txt']"
39,25.0,70.0,75.76,104.55,119.7,1.0,1.38,1.58,D3,N2 R15,sample 3,"['N2_Sep/Data/20250902_N2R15/N2 R15 sample 3_Subt2__0__15-34-34-493.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 3_Subt2__1__15-34-35-494.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 3_Subt2__2__15-34-36-493.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 3_Subt2__3__15-34-37-480.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 3_Subt2__4__15-34-38-493.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 3_Subt2__5__15-34-39-494.txt']"
40,25.0,70.0,75.76,104.55,119.7,1.0,1.38,1.58,D4,N2 R15,sample 4,"['N2_Sep/Data/20250902_N2R15/N2 R15 sample 4_Subt2__0__15-34-51-493.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 4_Subt2__1__15-34-52-493.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 4_Subt2__2__15-34-53-493.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 4_Subt2__3__15-34-54-493.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 4_Subt2__4__15-34-55-497.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 4_Subt2__5__15-34-56-493.txt']"
41,10.0,70.0,77.52,104.65,117.83,1.0,1.35,1.52,D5,N2 R15,sample 5,"['N2_Sep/Data/20250902_N2R15/N2 R15 sample 5_Subt2__0__15-23-20-509.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 5_Subt2__1__15-23-21-509.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 5_Subt2__2__15-23-22-509.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 5_Subt2__3__15-23-23-508.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 5_Subt2__4__15-23-24-510.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 5_Subt2__5__15-23-25-508.txt']"
42,10.0,70.0,77.52,104.65,117.83,1.0,1.35,1.52,D6,N2 R15,sample 6,"['N2_Sep/Data/20250902_N2R15/N2 R15 sample 6_Subt2__0__15-23-43-007.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 6_Subt2__1__15-23-42-009.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 6_Subt2__2__15-23-44-009.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 6_Subt2__3__15-23-45-009.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 6_Subt2__4__15-23-46-008.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 6_Subt2__5__15-23-47-008.txt']"
43,10.0,70.0,79.58,107.43,113.0,1.0,1.35,1.42,D7,N2 R15,sample 7,"['N2_Sep/Data/20250902_N2R15/N2 R15 sample 7_Subt2__0__15-24-07-008.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 7_Subt2__1__15-24-08-006.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 7_Subt2__2__15-24-09-008.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 7_Subt2__3__15-24-10-008.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 7_Subt2__4__15-24-11-008.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 7_Subt2__5__15-24-12-008.txt']"
44,10.0,70.0,79.58,107.43,113.0,1.0,1.35,1.42,D8,N2 R15,sample 8,"['N2_Sep/Data/20250902_N2R15/N2 R15 sample 8_Subt2__0__15-24-22-507.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 8_Subt2__1__15-24-23-507.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 8_Subt2__2__15-24-24-507.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 8_Subt2__3__15-24-25-507.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 8_Subt2__4__15-24-26-507.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 8_Subt2__5__15-24-27-504.txt']"
45,10.0,70.0,80.43,110.99,108.58,1.0,1.38,1.35,D9,N2 R15,sample 9,"['N2_Sep/Data/20250902_N2R15/N2 R15 sample 9_Subt2__0__15-24-51-507.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 9_Subt2__1__15-24-52-503.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 9_Subt2__2__15-24-53-508.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 9_Subt2__3__15-24-54-511.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 9_Subt2__4__15-24-55-504.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 9_Subt2__5__15-24-56-507.txt']"
46,10.0,70.0,80.43,110.99,108.58,1.0,1.38,1.35,D10,N2 R15,sample 10,"['N2_Sep/Data/20250902_N2R15/N2 R15 sample 10_Subt2__0__15-25-10-499.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 10_Subt2__1__15-25-11-506.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 10_Subt2__2__15-25-12-506.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 10_Subt2__3__15-25-13-506.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 10_Subt2__4__15-25-14-505.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 10_Subt2__5__15-25-15-506.txt']"
47,5.0,70.0,79.58,105.04,115.38,1.0,1.32,1.45,D11,N2 R15,sample 11,"['N2_Sep/Data/20250902_N2R15/N2 R15 sample 11_Subt2__0__15-19-07-015.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 11_Subt2__1__15-19-08-014.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 11_Subt2__2__15-19-09-015.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 11_Subt2__3__15-19-10-001.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 11_Subt2__4__15-19-11-018.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 11_Subt2__5__15-19-12-015.txt']"
48,5.0,70.0,79.58,105.04,115.38,1.0,1.32,1.45,D12,N2 R15,sample 12,"['N2_Sep/Data/20250902_N2R15/N2 R15 sample 12_Subt2__0__15-19-54-013.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 12_Subt2__1__15-19-55-013.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 12_Subt2__2__15-19-56-013.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 12_Subt2__3__15-19-57-013.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 12_Subt2__4__15-19-58-013.txt', 'N2_Sep/Data/20250902_N2R15/N2 R15 sample 12_Subt2__5__15-19-59-014.txt']"
