ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well,Data Tag,Sample Tag,Dataset
37,60.0,150.0,97.4,48.7,153.9,1.0,0.5,1.58,D1,N2 R4,sample 1,"['N2_Sep/Data/20250827_N2R4/N2 R4 sample 1_Subt2__0__19-17-26-976.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 1_Subt2__1__19-17-24-977.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 1_Subt2__2__19-17-25-976.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 1_Subt2__3__19-17-23-977.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 1_Subt2__4__19-17-27-976.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 1_Subt2__5__19-17-28-977.txt']"
38,60.0,150.0,97.4,48.7,153.9,1.0,0.5,1.58,D2,N2 R4,sample 2,"['N2_Sep/Data/20250827_N2R4/N2 R4 sample 2_Subt2__0__19-18-33-975.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 2_Subt2__1__19-18-34-975.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 2_Subt2__2__19-18-35-975.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 2_Subt2__3__19-18-36-975.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 2_Subt2__4__19-18-37-975.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 2_Subt2__5__19-18-38-975.txt']"
39,60.0,150.0,95.54,59.24,145.22,1.0,0.62,1.52,D3,N2 R4,sample 3,"['N2_Sep/Data/20250827_N2R4/N2 R4 sample 3_Subt2__0__19-19-58-974.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 3_Subt2__1__19-19-59-975.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 3_Subt2__2__19-20-00-972.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 3_Subt2__3__19-20-01-973.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 3_Subt2__4__19-20-02-976.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 3_Subt2__5__19-20-03-973.txt']"
40,60.0,150.0,95.54,59.24,145.22,1.0,0.62,1.52,D4,N2 R4,sample 4,"['N2_Sep/Data/20250827_N2R4/N2 R4 sample 4_Subt2__0__19-20-29-972.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 4_Subt2__1__19-20-30-972.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 4_Subt2__2__19-20-31-973.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 4_Subt2__3__19-20-32-972.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 4_Subt2__4__19-20-33-972.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 4_Subt2__5__19-20-34-973.txt']"
41,60.0,150.0,95.24,66.67,138.1,1.0,0.7,1.45,D5,N2 R4,sample 5,"['N2_Sep/Data/20250827_N2R4/N2 R4 sample 5_Subt2__0__19-23-30-468.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 5_Subt2__1__19-23-31-468.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 5_Subt2__2__19-23-32-468.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 5_Subt2__3__19-23-33-468.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 5_Subt2__4__19-23-34-471.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 5_Subt2__5__19-23-35-467.txt']"
42,60.0,150.0,95.24,66.67,138.1,1.0,0.7,1.45,D6,N2 R4,sample 6,"['N2_Sep/Data/20250827_N2R4/N2 R4 sample 6_Subt2__0__19-24-56-466.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 6_Subt2__1__19-24-57-468.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 6_Subt2__2__19-24-58-466.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 6_Subt2__3__19-24-59-467.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 6_Subt2__4__19-25-00-466.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 6_Subt2__5__19-25-01-466.txt']"
43,60.0,150.0,100.0,70.0,130.0,1.0,0.7,1.3,D7,N2 R4,sample 7,"['N2_Sep/Data/20250827_N2R4/N2 R4 sample 7_Subt2__0__19-25-27-966.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 7_Subt2__1__19-25-28-966.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 7_Subt2__2__19-25-29-965.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 7_Subt2__3__19-25-30-965.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 7_Subt2__4__19-25-31-968.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 7_Subt2__5__19-25-32-965.txt']"
44,60.0,150.0,100.0,70.0,130.0,1.0,0.7,1.3,D8,N2 R4,sample 8,"['N2_Sep/Data/20250827_N2R4/N2 R4 sample 8_Subt2__0__19-26-21-464.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 8_Subt2__1__19-26-22-469.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 8_Subt2__2__19-26-23-464.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 8_Subt2__3__19-26-24-464.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 8_Subt2__4__19-26-25-464.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 8_Subt2__5__19-26-26-464.txt']"
45,60.0,150.0,96.77,87.1,116.13,1.0,0.9,1.2,D9,N2 R4,sample 9,"['N2_Sep/Data/20250827_N2R4/N2 R4 sample 9_Subt2__0__19-29-16-961.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 9_Subt2__1__19-29-17-960.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 9_Subt2__2__19-29-18-959.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 9_Subt2__3__19-29-19-959.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 9_Subt2__4__19-29-20-954.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 9_Subt2__5__19-29-21-952.txt']"
46,60.0,150.0,96.77,87.1,116.13,1.0,0.9,1.2,D10,N2 R4,sample 10,"['N2_Sep/Data/20250827_N2R4/N2 R4 sample 10_Subt2__0__19-30-16-458.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 10_Subt2__1__19-30-17-459.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 10_Subt2__2__19-30-18-459.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 10_Subt2__3__19-30-19-459.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 10_Subt2__4__19-30-20-458.txt', 'N2_Sep/Data/20250827_N2R4/N2 R4 sample 10_Subt2__5__19-30-21-458.txt']"
