ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well,Data Tag,Sample Tag,Dataset
13,25.0,60.0,75.95,94.94,129.11,1.0,1.25,1.7,B1,N2 R13,sample 1,"['N2_Sep/Data/20250902_N2R13/N2 R13 sample 1_Subt2__0__12-15-30-764.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 1_Subt2__1__12-15-29-764.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 1_Subt2__2__12-15-28-764.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 1_Subt2__3__12-15-31-764.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 1_Subt2__4__12-15-32-764.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 1_Subt2__5__12-15-33-764.txt']"
14,25.0,60.0,75.95,94.94,129.11,1.0,1.25,1.7,B2,N2 R13,sample 2,"['N2_Sep/Data/20250902_N2R13/N2 R13 sample 2_Subt2__0__12-15-57-763.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 2_Subt2__1__12-15-58-759.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 2_Subt2__2__12-15-59-763.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 2_Subt2__3__12-16-00-763.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 2_Subt2__4__12-16-01-767.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 2_Subt2__5__12-16-02-763.txt']"
15,25.0,60.0,73.71,104.67,121.62,1.0,1.42,1.65,B3,N2 R13,sample 3,"['N2_Sep/Data/20250902_N2R13/N2 R13 sample 3_Subt2__0__12-17-10-254.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 3_Subt2__1__12-17-11-254.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 3_Subt2__2__12-17-12-262.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 3_Subt2__3__12-17-13-262.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 3_Subt2__4__12-17-14-262.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 3_Subt2__5__12-17-15-261.txt']"
16,25.0,60.0,73.71,104.67,121.62,1.0,1.42,1.65,B4,N2 R13,sample 4,"['N2_Sep/Data/20250902_N2R13/N2 R13 sample 4_Subt2__0__12-17-29-761.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 4_Subt2__1__12-17-30-752.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 4_Subt2__2__12-17-31-762.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 4_Subt2__3__12-17-32-761.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 4_Subt2__4__12-17-33-764.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 4_Subt2__5__12-17-34-761.txt']"
17,25.0,60.0,76.53,97.19,126.28,1.0,1.27,1.65,B5,N2 R13,sample 5,"['N2_Sep/Data/20250902_N2R13/N2 R13 sample 5_Subt2__0__12-19-05-759.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 5_Subt2__1__12-19-06-759.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 5_Subt2__2__12-19-07-759.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 5_Subt2__3__12-19-08-759.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 5_Subt2__4__12-19-09-748.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 5_Subt2__5__12-19-10-759.txt']"
18,25.0,60.0,76.53,97.19,126.28,1.0,1.27,1.65,B6,N2 R13,sample 6,"['N2_Sep/Data/20250902_N2R13/N2 R13 sample 6_Subt2__0__12-19-49-259.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 6_Subt2__1__12-19-50-247.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 6_Subt2__2__12-19-51-255.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 6_Subt2__3__12-19-52-259.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 6_Subt2__4__12-19-53-261.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 6_Subt2__5__12-19-54-258.txt']"
19,25.0,60.0,77.92,97.4,124.68,1.0,1.25,1.6,B7,N2 R13,sample 7,"['N2_Sep/Data/20250902_N2R13/N2 R13 sample 7_Subt2__0__12-20-18-258.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 7_Subt2__1__12-20-19-258.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 7_Subt2__2__12-20-20-254.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 7_Subt2__3__12-20-21-258.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 7_Subt2__4__12-20-22-258.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 7_Subt2__5__12-20-23-257.txt']"
20,25.0,60.0,77.92,97.4,124.68,1.0,1.25,1.6,B8,N2 R13,sample 8,"['N2_Sep/Data/20250902_N2R13/N2 R13 sample 8_Subt2__0__12-20-46-257.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 8_Subt2__1__12-20-45-245.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 8_Subt2__2__12-20-44-245.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 8_Subt2__3__12-20-47-257.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 8_Subt2__4__12-20-48-257.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 8_Subt2__5__12-20-49-257.txt']"
21,20.0,60.0,79.37,97.62,123.02,1.0,1.23,1.55,B9,N2 R13,sample 9,"['N2_Sep/Data/20250902_N2R13/N2 R13 sample 9_Subt2__0__12-11-44-767.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 9_Subt2__1__12-11-45-769.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 9_Subt2__2__12-11-46-768.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 9_Subt2__3__12-11-47-770.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 9_Subt2__4__12-11-48-775.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 9_Subt2__5__12-11-49-765.txt']"
22,20.0,60.0,79.37,97.62,123.02,1.0,1.23,1.55,B10,N2 R13,sample 10,"['N2_Sep/Data/20250902_N2R13/N2 R13 sample 10_Subt2__0__12-12-00-769.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 10_Subt2__1__12-12-01-769.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 10_Subt2__2__12-12-02-769.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 10_Subt2__3__12-12-03-769.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 10_Subt2__4__12-12-04-768.txt', 'N2_Sep/Data/20250902_N2R13/N2 R13 sample 10_Subt2__5__12-12-05-766.txt']"
