ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well,Data Tag,Sample Tag,Dataset
25,35.0,60.0,81.52,88.04,130.43,1.0,1.08,1.6,C1,N2 R3,sample 1,"['N2_Sep/Data/20250827_N2R3/N2 R3 sample 1_Subt2__0__17-28-06-629.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 1_Subt2__1__17-28-07-629.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 1_Subt2__2__17-28-08-629.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 1_Subt2__3__17-28-09-631.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 1_Subt2__4__17-28-10-630.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 1_Subt2__5__17-28-11-629.txt']"
26,35.0,60.0,81.52,88.04,130.43,1.0,1.08,1.6,C2,N2 R3,sample 2,"['N2_Sep/Data/20250827_N2R3/N2 R3 sample 2_Subt2__0__17-27-45-629.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 2_Subt2__1__17-27-46-628.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 2_Subt2__2__17-27-47-629.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 2_Subt2__3__17-27-48-629.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 2_Subt2__4__17-27-49-631.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 2_Subt2__5__17-27-50-629.txt']"
27,35.0,60.0,83.33,83.33,133.33,1.0,1.0,1.6,C3,N2 R3,sample 3,"['N2_Sep/Data/20250827_N2R3/N2 R3 sample 3_Subt2__0__17-28-32-628.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 3_Subt2__1__17-28-33-629.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 3_Subt2__2__17-28-34-631.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 3_Subt2__3__17-28-35-628.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 3_Subt2__4__17-28-36-628.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 3_Subt2__5__17-28-37-628.txt']"
28,35.0,60.0,83.33,83.33,133.33,1.0,1.0,1.6,C4,N2 R3,sample 4,"['N2_Sep/Data/20250827_N2R3/N2 R3 sample 4_Subt2__0__17-28-51-128.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 4_Subt2__1__17-28-52-128.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 4_Subt2__2__17-28-53-128.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 4_Subt2__3__17-28-54-127.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 4_Subt2__4__17-28-55-131.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 4_Subt2__5__17-28-56-128.txt']"
29,35.0,60.0,100.0,40.0,160.0,1.0,0.4,1.6,C5,N2 R3,sample 5,"['N2_Sep/Data/20250827_N2R3/N2 R3 sample 5_Subt2__0__17-29-22-627.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 5_Subt2__1__17-29-23-627.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 5_Subt2__2__17-29-24-627.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 5_Subt2__3__17-29-25-627.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 5_Subt2__4__17-29-26-627.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 5_Subt2__5__17-29-27-626.txt']"
30,35.0,60.0,100.0,40.0,160.0,1.0,0.4,1.6,C6,N2 R3,sample 6,"['N2_Sep/Data/20250827_N2R3/N2 R3 sample 6_Subt2__0__17-30-10-626.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 6_Subt2__1__17-30-11-627.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 6_Subt2__2__17-30-12-626.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 6_Subt2__3__17-30-13-626.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 6_Subt2__4__17-30-14-628.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 6_Subt2__5__17-30-15-626.txt']"
31,20.0,60.0,83.33,83.33,133.33,1.0,1.0,1.6,C7,N2 R3,sample 7,"['N2_Sep/Data/20250827_N2R3/N2 R3 sample 7_Subt2__0__17-14-56-647.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 7_Subt2__1__17-14-57-648.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 7_Subt2__2__17-14-58-647.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 7_Subt2__3__17-14-59-647.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 7_Subt2__4__17-15-00-646.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 7_Subt2__5__17-15-01-648.txt']"
32,20.0,60.0,83.33,83.33,133.33,1.0,1.0,1.6,C8,N2 R3,sample 8,"['N2_Sep/Data/20250827_N2R3/N2 R3 sample 8_Subt2__0__17-15-21-147.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 8_Subt2__1__17-15-22-147.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 8_Subt2__2__17-15-23-147.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 8_Subt2__3__17-15-24-146.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 8_Subt2__4__17-15-25-149.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 8_Subt2__5__17-15-26-146.txt']"
33,5.0,60.0,100.0,40.0,160.0,1.0,0.4,1.6,C9,N2 R3,sample 9,"['N2_Sep/Data/20250827_N2R3/N2 R3 sample 9_Subt2__0__17-00-41-667.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 9_Subt2__1__17-00-42-669.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 9_Subt2__2__17-00-43-669.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 9_Subt2__3__17-00-44-664.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 9_Subt2__4__17-00-45-667.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 9_Subt2__5__17-00-46-667.txt']"
34,5.0,60.0,100.0,40.0,160.0,1.0,0.4,1.6,C10,N2 R3,sample 10,"['N2_Sep/Data/20250827_N2R3/N2 R3 sample 10_Subt2__0__17-01-28-169.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 10_Subt2__1__17-01-28-679.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 10_Subt2__2__17-01-29-666.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 10_Subt2__3__17-01-30-666.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 10_Subt2__4__17-01-31-666.txt', 'N2_Sep/Data/20250827_N2R3/N2 R3 sample 10_Subt2__5__17-01-32-666.txt']"
