ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well,Data Tag,Sample Tag,Dataset
49,55.0,80.0,83.8,82.12,134.08,1.0,0.98,1.6,E1,N2 R5,sample 1,"['N2_Sep/Data/20250829_N2R5/N2 R5 sample 1_Subt2__0__12-33-34-822.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 1_Subt2__1__12-33-35-822.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 1_Subt2__2__12-33-36-822.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 1_Subt2__3__12-33-37-821.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 1_Subt2__4__12-33-38-822.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 1_Subt2__5__12-33-39-821.txt']"
50,55.0,80.0,83.8,82.12,134.08,1.0,0.98,1.6,E2,N2 R5,sample 2,"['N2_Sep/Data/20250829_N2R5/N2 R5 sample 2_Subt2__0__12-34-23-321.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 2_Subt2__1__12-34-24-322.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 2_Subt2__2__12-34-25-320.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 2_Subt2__3__12-34-26-320.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 2_Subt2__4__12-34-27-320.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 2_Subt2__5__12-34-28-320.txt']"
51,30.0,80.0,85.23,78.41,136.36,1.0,0.92,1.6,E3,N2 R5,sample 3,"['N2_Sep/Data/20250829_N2R5/N2 R5 sample 3_Subt2__0__12-09-25-361.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 3_Subt2__1__12-09-26-356.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 3_Subt2__2__12-09-27-355.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 3_Subt2__3__12-09-28-355.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 3_Subt2__4__12-09-29-355.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 3_Subt2__5__12-09-30-355.txt']"
52,30.0,80.0,85.23,78.41,136.36,1.0,0.92,1.6,E4,N2 R5,sample 4,"['N2_Sep/Data/20250829_N2R5/N2 R5 sample 4_Subt2__0__12-15-09-848.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 4_Subt2__1__12-15-10-847.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 4_Subt2__2__12-15-11-847.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 4_Subt2__3__12-15-12-847.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 4_Subt2__4__12-15-13-847.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 4_Subt2__5__12-15-14-847.txt']"
53,15.0,80.0,83.33,83.33,133.33,1.0,1.0,1.6,E5,N2 R5,sample 5,"['N2_Sep/Data/20250829_N2R5/N2 R5 sample 5_Subt2__0__11-59-48-368.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 5_Subt2__1__11-59-49-369.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 5_Subt2__2__11-59-50-366.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 5_Subt2__3__11-59-51-368.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 5_Subt2__4__11-59-52-371.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 5_Subt2__5__11-59-53-368.txt']"
54,15.0,80.0,83.33,83.33,133.33,1.0,1.0,1.6,E6,N2 R5,sample 6,"['N2_Sep/Data/20250829_N2R5/N2 R5 sample 6_Subt2__0__12-00-11-368.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 6_Subt2__1__12-00-12-368.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 6_Subt2__2__12-00-13-368.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 6_Subt2__3__12-00-14-368.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 6_Subt2__4__12-00-15-368.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 6_Subt2__5__12-00-16-367.txt']"
55,15.0,80.0,85.23,78.41,136.36,1.0,0.92,1.6,E7,N2 R5,sample 7,"['N2_Sep/Data/20250829_N2R5/N2 R5 sample 7_Subt2__0__12-01-02-366.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 7_Subt2__1__12-01-03-367.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 7_Subt2__2__12-01-04-367.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 7_Subt2__3__12-01-05-366.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 7_Subt2__4__12-01-06-366.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 7_Subt2__5__12-01-07-366.txt']"
56,15.0,80.0,85.23,78.41,136.36,1.0,0.92,1.6,E8,N2 R5,sample 8,"['N2_Sep/Data/20250829_N2R5/N2 R5 sample 8_Subt2__0__12-01-52-365.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 8_Subt2__1__12-01-53-364.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 8_Subt2__2__12-01-54-369.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 8_Subt2__3__12-01-55-365.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 8_Subt2__4__12-01-57-363.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 8_Subt2__5__12-01-56-366.txt']"
57,5.0,80.0,82.87,84.53,132.6,1.0,1.02,1.6,E9,N2 R5,sample 9,"['N2_Sep/Data/20250829_N2R5/N2 R5 sample 9_Subt2__0__11-54-47-882.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 9_Subt2__1__11-54-48-875.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 9_Subt2__2__11-54-49-875.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 9_Subt2__3__11-54-50-875.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 9_Subt2__4__11-54-51-875.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 9_Subt2__5__11-54-52-874.txt']"
58,5.0,80.0,82.87,84.53,132.6,1.0,1.02,1.6,E10,N2 R5,sample 10,"['N2_Sep/Data/20250829_N2R5/N2 R5 sample 10_Subt2__0__11-55-39-874.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 10_Subt2__1__11-55-40-874.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 10_Subt2__2__11-55-41-874.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 10_Subt2__3__11-55-42-874.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 10_Subt2__4__11-55-43-878.txt', 'N2_Sep/Data/20250829_N2R5/N2 R5 sample 10_Subt2__5__11-55-44-874.txt']"
