ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well,Data Tag,Sample Tag,Dataset
1,60.0,60.0,83.33,83.33,133.33,1.0,1.0,1.6,A1,N2 R1,sample 1,"['N2_Sep/Data/20250827_N2R1/N2 R1 sample 1_Subt2__0__13-46-10-938.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 1_Subt2__1__13-46-11-939.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 1_Subt2__2__13-46-12-938.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 1_Subt2__3__13-46-13-938.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 1_Subt2__4__13-46-14-938.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 1_Subt2__5__13-46-15-938.txt']"
2,60.0,60.0,83.33,83.33,133.33,1.0,1.0,1.6,A2,N2 R1,sample 2,"['N2_Sep/Data/20250827_N2R1/N2 R1 sample 2_Subt2__0__13-48-48-934.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 2_Subt2__1__13-48-49-936.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 2_Subt2__2__13-48-50-934.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 2_Subt2__3__13-48-51-934.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 2_Subt2__4__13-48-52-936.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 2_Subt2__5__13-48-53-934.txt']"
3,60.0,60.0,90.91,72.73,136.36,1.0,0.8,1.5,A3,N2 R1,sample 3,"['N2_Sep/Data/20250827_N2R1/N2 R1 sample 3_Subt2__0__14-07-40-908.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 3_Subt2__1__14-07-41-908.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 3_Subt2__2__14-07-42-908.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 3_Subt2__3__14-07-43-908.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 3_Subt2__4__14-07-44-908.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 3_Subt2__5__14-07-45-908.txt']"
4,60.0,60.0,90.91,72.73,136.36,1.0,0.8,1.5,A4,N2 R1,sample 4,"['N2_Sep/Data/20250827_N2R1/N2 R1 sample 4_Subt2__0__14-05-03-412.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 4_Subt2__1__14-05-04-412.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 4_Subt2__2__14-05-05-412.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 4_Subt2__3__14-05-06-412.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 4_Subt2__4__14-05-07-414.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 4_Subt2__5__14-05-08-412.txt']"
5,45.0,60.0,86.21,77.59,136.21,1.0,0.9,1.58,A5,N2 R1,sample 5,"['N2_Sep/Data/20250827_N2R1/N2 R1 sample 5_Subt2__0__13-45-45-439.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 5_Subt2__1__13-45-46-439.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 5_Subt2__2__13-45-47-438.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 5_Subt2__3__13-45-48-438.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 5_Subt2__4__13-45-49-440.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 5_Subt2__5__13-45-50-438.txt']"
6,45.0,60.0,86.21,77.59,136.21,1.0,0.9,1.58,A6,N2 R1,sample 6,"['N2_Sep/Data/20250827_N2R1/N2 R1 sample 6_Subt2__0__13-33-03-956.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 6_Subt2__1__13-33-04-957.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 6_Subt2__2__13-33-05-959.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 6_Subt2__3__13-33-06-956.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 6_Subt2__4__13-33-07-956.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 6_Subt2__5__13-33-08-958.txt']"
7,45.0,60.0,85.23,93.75,121.02,1.0,1.1,1.42,A7,N2 R1,sample 7,"['N2_Sep/Data/20250827_N2R1/N2 R1 sample 7_Subt2__0__13-33-21-456.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 7_Subt2__1__13-33-22-456.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 7_Subt2__2__13-33-23-460.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 7_Subt2__3__13-33-24-455.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 7_Subt2__4__13-33-25-456.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 7_Subt2__5__13-33-26-456.txt']"
8,45.0,60.0,85.23,93.75,121.02,1.0,1.1,1.42,A8,N2 R1,sample 8,"['N2_Sep/Data/20250827_N2R1/N2 R1 sample 8_Subt2__0__13-30-45-460.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 8_Subt2__1__13-30-46-459.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 8_Subt2__2__13-30-47-459.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 8_Subt2__3__13-30-48-459.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 8_Subt2__4__13-30-49-459.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 8_Subt2__5__13-30-50-459.txt']"
9,40.0,60.0,82.19,90.41,127.4,1.0,1.1,1.55,A9,N2 R1,sample 9,"['N2_Sep/Data/20250827_N2R1/N2 R1 sample 9_Subt2__0__14-03-03-914.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 9_Subt2__1__14-03-04-914.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 9_Subt2__2__14-03-05-914.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 9_Subt2__3__14-03-06-914.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 9_Subt2__4__14-03-07-916.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 9_Subt2__5__14-03-08-914.txt']"
10,40.0,60.0,82.19,90.41,127.4,1.0,1.1,1.55,A10,N2 R1,sample 10,"['N2_Sep/Data/20250827_N2R1/N2 R1 sample 10_Subt2__0__14-02-13-415.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 10_Subt2__1__14-02-14-416.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 10_Subt2__2__14-02-15-421.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 10_Subt2__3__14-02-16-415.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 10_Subt2__4__14-02-17-415.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 10_Subt2__5__14-02-18-420.txt']"
11,40.0,60.0,89.55,80.6,129.85,1.0,0.9,1.45,A11,N2 R1,sample 11,"['N2_Sep/Data/20250827_N2R1/N2 R1 sample 11_Subt2__0__13-31-30-959.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 11_Subt2__1__13-31-31-944.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 11_Subt2__2__13-31-32-958.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 11_Subt2__3__13-31-33-958.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 11_Subt2__4__13-31-34-959.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 11_Subt2__5__13-31-35-958.txt']"
12,40.0,60.0,89.55,80.6,129.85,1.0,0.9,1.45,A12,N2 R1,sample 12,"['N2_Sep/Data/20250827_N2R1/N2 R1 sample 12_Subt2__0__13-32-27-460.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 12_Subt2__1__13-32-26-957.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 12_Subt2__2__13-32-28-458.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 12_Subt2__3__13-32-29-457.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 12_Subt2__4__13-32-30-457.txt', 'N2_Sep/Data/20250827_N2R1/N2 R1 sample 12_Subt2__5__13-32-31-457.txt']"
