ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well
1,60.0,60.0,73.17,43.9,182.93,1.0,0.6,2.5,A1
2,60.0,60.0,73.17,43.9,182.93,1.0,0.6,2.5,A2
3,60.0,60.0,62.5,156.25,81.25,1.0,2.5,1.3,A3
4,60.0,60.0,62.5,156.25,81.25,1.0,2.5,1.3,A4
5,55.0,60.0,73.17,43.9,182.93,1.0,0.6,2.5,A5
6,55.0,60.0,73.17,43.9,182.93,1.0,0.6,2.5,A6
7,55.0,60.0,62.5,156.25,81.25,1.0,2.5,1.3,A7
8,55.0,60.0,62.5,156.25,81.25,1.0,2.5,1.3,A8
9,5.0,60.0,73.17,43.9,182.93,1.0,0.6,2.5,A9
10,5.0,60.0,73.17,43.9,182.93,1.0,0.6,2.5,A10
11,5.0,60.0,62.5,156.25,81.25,1.0,2.5,1.3,A11
12,5.0,60.0,62.5,156.25,81.25,1.0,2.5,1.3,A12
