ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well
13,60.0,150.0,50.85,122.03,127.12,1.0,2.4,2.5,B1
14,60.0,150.0,50.85,122.03,127.12,1.0,2.4,2.5,B2
15,5.0,150.0,55.05,129.36,115.6,1.0,2.35,2.1,B3
16,5.0,150.0,55.05,129.36,115.6,1.0,2.35,2.1,B4
17,5.0,150.0,62.76,155.65,81.59,1.0,2.48,1.3,B5
18,5.0,150.0,62.76,155.65,81.59,1.0,2.48,1.3,B6
19,5.0,150.0,64.79,150.97,84.23,1.0,2.33,1.3,B7
20,5.0,150.0,64.79,150.97,84.23,1.0,2.33,1.3,B8
21,5.0,150.0,67.11,145.64,87.25,1.0,2.17,1.3,B9
22,5.0,150.0,67.11,145.64,87.25,1.0,2.17,1.3,B10
23,5.0,150.0,69.77,139.53,90.7,1.0,2.0,1.3,B11
24,5.0,150.0,69.77,139.53,90.7,1.0,2.0,1.3,B12
