ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well
1,60.0,60.0,55.25,106.63,138.12,1.0,1.93,2.5,A1
2,60.0,60.0,55.25,106.63,138.12,1.0,1.93,2.5,A2
3,30.0,60.0,52.17,130.43,117.39,1.0,2.5,2.25,A3
4,30.0,60.0,52.17,130.43,117.39,1.0,2.5,2.25,A4
5,10.0,60.0,53.1,131.68,115.22,1.0,2.48,2.17,A5
6,10.0,60.0,53.1,131.68,115.22,1.0,2.48,2.17,A6
7,10.0,60.0,56.07,140.19,103.74,1.0,2.5,1.85,A7
8,10.0,60.0,56.07,140.19,103.74,1.0,2.5,1.85,A8
9,5.0,60.0,56.07,103.74,140.19,1.0,1.85,2.5,A9
10,5.0,60.0,56.07,103.74,140.19,1.0,1.85,2.5,A10
11,5.0,60.0,86.21,86.21,127.59,1.0,1.0,1.48,A11
12,5.0,60.0,86.21,86.21,127.59,1.0,1.0,1.48,A12
