ID,well,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,Data Tag,Sample Tag,Dataset
1,F1,60.0,105,60.0,120.0,120.0,1.0,2.0,2.0,N1 R0 105C,sample 1,"['N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 1_Subt2__0__13-38-18-639.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 1_Subt2__1__13-38-19-624.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 1_Subt2__2__13-38-20-639.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 1_Subt2__3__13-38-21-639.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 1_Subt2__4__13-38-22-641.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 1_Subt2__5__13-38-23-639.txt']"
2,F2,60.0,105,60.0,120.0,120.0,1.0,2.0,2.0,N1 R0 105C,sample 2,"['N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 2_Subt2__0__13-38-46-638.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 2_Subt2__1__13-38-47-638.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 2_Subt2__2__13-38-48-638.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 2_Subt2__3__13-38-49-639.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 2_Subt2__4__13-38-50-638.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 2_Subt2__5__13-38-51-638.txt']"
3,F3,60.0,105,100.0,67.5,132.5,1.0,0.675,1.325,N1 R0 105C,sample 3,"['N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 3_Subt2__0__13-39-09-638.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 3_Subt2__1__13-39-10-638.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 3_Subt2__2__13-39-11-638.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 3_Subt2__3__13-39-12-638.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 3_Subt2__4__13-39-13-638.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 3_Subt2__5__13-39-14-637.txt']"
4,F4,60.0,105,100.0,67.5,132.5,1.0,0.675,1.325,N1 R0 105C,sample 4,"['N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 4_Subt2__0__13-39-54-139.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 4_Subt2__1__13-39-55-137.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 4_Subt2__2__13-39-56-137.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 4_Subt2__3__13-39-57-137.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 4_Subt2__4__13-39-58-137.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 4_Subt2__5__13-39-59-137.txt']"
5,F5,30.0,105,60.0,120.0,120.0,1.0,2.0,2.0,N1 R0 105C,sample 5,"['N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 5_Subt2__0__13-11-29-175.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 5_Subt2__1__13-11-30-175.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 5_Subt2__2__13-11-31-175.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 5_Subt2__3__13-11-32-174.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 5_Subt2__4__13-11-32-676.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 5_Subt2__5__13-11-33-675.txt']"
6,F6,30.0,105,60.0,120.0,120.0,1.0,2.0,2.0,N1 R0 105C,sample 6,"['N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 6_Subt2__0__13-12-29-674.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 6_Subt2__1__13-12-30-674.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 6_Subt2__2__13-12-31-674.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 6_Subt2__3__13-12-32-673.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 6_Subt2__4__13-12-33-674.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 6_Subt2__5__13-12-34-674.txt']"
7,F7,30.0,105,100.0,67.5,132.5,1.0,0.675,1.325,N1 R0 105C,sample 7,"['N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 7_Subt2__0__13-12-51-672.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 7_Subt2__1__13-12-52-673.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 7_Subt2__2__13-12-53-673.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 7_Subt2__3__13-12-54-673.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 7_Subt2__4__13-12-55-675.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 7_Subt2__5__13-12-56-673.txt']"
8,F8,30.0,105,100.0,67.5,132.5,1.0,0.675,1.325,N1 R0 105C,sample 8,"['N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 8_Subt2__0__13-13-29-673.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 8_Subt2__1__13-13-30-672.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 8_Subt2__2__13-13-31-672.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 8_Subt2__3__13-13-32-673.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 8_Subt2__4__13-13-33-673.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 8_Subt2__5__13-13-34-672.txt']"
9,F9,5.0,105,60.0,120.0,120.0,1.0,2.0,2.0,N1 R0 105C,sample 9,"['N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 9_Subt2__0__12-54-00-698.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 9_Subt2__1__12-54-01-699.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 9_Subt2__2__12-54-02-699.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 9_Subt2__3__12-54-03-699.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 9_Subt2__4__12-54-04-698.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 9_Subt2__5__12-54-05-683.txt']"
10,F10,5.0,105,60.0,120.0,120.0,1.0,2.0,2.0,N1 R0 105C,sample 10,"['N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 10_Subt2__0__12-49-55-204.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 10_Subt2__1__12-49-56-204.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 10_Subt2__2__12-49-57-205.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 10_Subt2__3__12-49-58-205.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 10_Subt2__4__12-49-59-204.txt', 'N1_Sep/Data/20250916_N1N3_105C/N1R0 105C sample 10_Subt2__5__12-50-00-204.txt']"
