ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well,Data Tag,Sample Tag,Dataset
1,60.0,60.0,55.25,106.63,138.12,1.0,1.93,2.5,A1,N1 R1,sample 1,"['N1_Sep/Data/20250917_N1R1/N1 R1 sample 1_Subt2__0__12-09-02-318.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 1_Subt2__1__12-09-01-318.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 1_Subt2__2__12-09-03-316.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 1_Subt2__3__12-09-04-319.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 1_Subt2__4__12-09-05-318.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 1_Subt2__5__12-09-06-321.txt']"
2,60.0,60.0,55.25,106.63,138.12,1.0,1.93,2.5,A2,N1 R1,sample 2,"['N1_Sep/Data/20250917_N1R1/N1 R1 sample 2_Subt2__0__12-10-21-317.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 2_Subt2__1__12-10-20-317.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 2_Subt2__2__12-10-22-316.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 2_Subt2__3__12-10-23-316.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 2_Subt2__4__12-10-24-317.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 2_Subt2__5__12-10-25-316.txt']"
3,30.0,60.0,52.17,130.43,117.39,1.0,2.5,2.25,A3,N1 R1,sample 3,"['N1_Sep/Data/20250917_N1R1/N1 R1 sample 3_Subt2__0__11-39-55-856.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 3_Subt2__1__11-39-56-858.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 3_Subt2__2__11-39-57-847.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 3_Subt2__3__11-39-58-857.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 3_Subt2__4__11-39-59-856.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 3_Subt2__5__11-40-00-857.txt']"
4,30.0,60.0,52.17,130.43,117.39,1.0,2.5,2.25,A4,N1 R1,sample 4,"['N1_Sep/Data/20250917_N1R1/N1 R1 sample 4_Subt2__0__11-42-04-355.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 4_Subt2__1__11-42-05-355.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 4_Subt2__2__11-42-06-355.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 4_Subt2__3__11-42-07-358.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 4_Subt2__4__11-42-07-885.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 4_Subt2__5__11-42-08-854.txt']"
5,10.0,60.0,53.1,131.68,115.22,1.0,2.48,2.17,A5,N1 R1,sample 5,"['N1_Sep/Data/20250917_N1R1/N1 R1 sample 5_Subt2__0__11-27-23-874.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 5_Subt2__1__11-27-24-874.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 5_Subt2__2__11-27-25-874.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 5_Subt2__3__11-27-26-874.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 5_Subt2__4__11-27-27-876.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 5_Subt2__5__11-27-28-874.txt']"
6,10.0,60.0,53.1,131.68,115.22,1.0,2.48,2.17,A6,N1 R1,sample 6,"['N1_Sep/Data/20250917_N1R1/N1 R1 sample 6_Subt2__0__11-27-48-374.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 6_Subt2__1__11-27-47-374.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 6_Subt2__2__11-27-46-374.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 6_Subt2__3__11-27-49-374.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 6_Subt2__4__11-27-50-374.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 6_Subt2__5__11-27-51-363.txt']"
7,10.0,60.0,56.07,140.19,103.74,1.0,2.5,1.85,A7,N1 R1,sample 7,"['N1_Sep/Data/20250917_N1R1/N1 R1 sample 7_Subt2__0__11-28-12-362.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 7_Subt2__1__11-28-13-373.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 7_Subt2__2__11-28-14-373.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 7_Subt2__3__11-28-15-373.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 7_Subt2__4__11-28-16-373.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 7_Subt2__5__11-28-17-373.txt']"
8,10.0,60.0,56.07,140.19,103.74,1.0,2.5,1.85,A8,N1 R1,sample 8,"['N1_Sep/Data/20250917_N1R1/N1 R1 sample 8_Subt2__0__11-28-34-871.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 8_Subt2__1__11-28-35-873.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 8_Subt2__2__11-28-36-861.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 8_Subt2__3__11-28-37-861.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 8_Subt2__4__11-28-38-863.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 8_Subt2__5__11-28-39-873.txt']"
9,5.0,60.0,56.07,103.74,140.19,1.0,1.85,2.5,A9,N1 R1,sample 9,"['N1_Sep/Data/20250917_N1R1/N1 R1 sample 9_Subt2__0__11-25-27-877.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 9_Subt2__1__11-25-28-877.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 9_Subt2__2__11-25-29-877.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 9_Subt2__3__11-25-30-877.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 9_Subt2__4__11-25-31-877.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 9_Subt2__5__11-25-32-877.txt']"
10,5.0,60.0,56.07,103.74,140.19,1.0,1.85,2.5,A10,N1 R1,sample 10,"['N1_Sep/Data/20250917_N1R1/N1 R1 sample 10_Subt2__0__11-25-47-365.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 10_Subt2__1__11-25-46-376.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 10_Subt2__2__11-25-48-377.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 10_Subt2__3__11-25-49-376.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 10_Subt2__4__11-25-50-374.txt', 'N1_Sep/Data/20250917_N1R1/N1 R1 sample 10_Subt2__5__11-25-51-376.txt']"
