ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well
37,25.0,70.0,73.17,102.44,124.39,1.0,1.4,1.7,D1
38,25.0,70.0,73.17,102.44,124.39,1.0,1.4,1.7,D2
39,25.0,70.0,75.76,104.55,119.7,1.0,1.38,1.58,D3
40,25.0,70.0,75.76,104.55,119.7,1.0,1.38,1.58,D4
41,10.0,70.0,77.52,104.65,117.83,1.0,1.35,1.52,D5
42,10.0,70.0,77.52,104.65,117.83,1.0,1.35,1.52,D6
43,10.0,70.0,79.58,107.43,113.0,1.0,1.35,1.42,D7
44,10.0,70.0,79.58,107.43,113.0,1.0,1.35,1.42,D8
45,10.0,70.0,80.43,110.99,108.58,1.0,1.38,1.35,D9
46,10.0,70.0,80.43,110.99,108.58,1.0,1.38,1.35,D10
47,5.0,70.0,79.58,105.04,115.38,1.0,1.32,1.45,D11
48,5.0,70.0,79.58,105.04,115.38,1.0,1.32,1.45,D12
