ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well
85,25.0,70.0,77.52,96.9,125.58,1.0,1.25,1.62,H1
86,25.0,70.0,77.52,96.9,125.58,1.0,1.25,1.62,H2
87,20.0,70.0,80.0,96.0,124.0,1.0,1.2,1.55,H3
88,20.0,70.0,80.0,96.0,124.0,1.0,1.2,1.55,H4
89,20.0,70.0,82.19,94.52,123.29,1.0,1.15,1.5,H5
90,20.0,70.0,82.19,94.52,123.29,1.0,1.15,1.5,H6
91,20.0,70.0,82.64,97.52,119.83,1.0,1.18,1.45,H7
92,20.0,70.0,82.64,97.52,119.83,1.0,1.18,1.45,H8
93,20.0,70.0,84.03,94.12,121.85,1.0,1.12,1.45,H9
94,20.0,70.0,84.03,94.12,121.85,1.0,1.12,1.45,H10
95,15.0,70.0,83.33,100.0,116.67,1.0,1.2,1.4,H11
96,15.0,70.0,83.33,100.0,116.67,1.0,1.2,1.4,H12
