ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well
61,35.0,65.0,81.97,80.33,137.7,1.0,0.98,1.68,F1
62,35.0,65.0,81.97,80.33,137.7,1.0,0.98,1.68,F2
63,25.0,65.0,80.65,102.42,116.94,1.0,1.27,1.45,F3
64,25.0,65.0,80.65,102.42,116.94,1.0,1.27,1.45,F4
65,20.0,65.0,81.08,82.7,136.22,1.0,1.02,1.68,F5
66,20.0,65.0,81.08,82.7,136.22,1.0,1.02,1.68,F6
67,20.0,65.0,83.33,76.67,140.0,1.0,0.92,1.68,F7
68,20.0,65.0,83.33,76.67,140.0,1.0,0.92,1.68,F8
69,15.0,65.0,80.0,88.0,132.0,1.0,1.1,1.65,F9
70,15.0,65.0,80.0,88.0,132.0,1.0,1.1,1.65,F10
71,10.0,65.0,83.33,98.33,118.33,1.0,1.18,1.42,F11
72,10.0,65.0,83.33,98.33,118.33,1.0,1.18,1.42,F12
