Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,QW 1,QW 2,QW 3,QW 4,QW 5,QW 6,QW 7,QW 8,QW 9,QW 10,QW 11,QW 12,QW 99,files
5.0,60.0,109.1,54.5,136.4,1.0,0.5,1.25,0.0,0.0,0.45087676578171587,0.0,0.29010152503356257,0.2573770424663738,0.25712160266909445,0.2937384016734472,0.2931168564594391,0.0,0.0,0.0,0.39525279217925746,N2 R0 60C sample1_Subt2__0__
5.0,60.0,109.1,54.5,136.4,1.0,0.5,1.25,0.0,0.1358462575480462,0.31136235457521716,0.24851169482862212,0.18840030121340143,0.17055589281381112,0.0,0.0,0.22018000344925495,0.22014298827562875,0.1920217374300873,0.2234867044444847,0.16509274969531496,N2 R0 105C sample1_Subt2__0__
5.0,60.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.39155263854195693,0.3345566709507382,0.2620094121434793,0.2099395071502542,0.0,0.20567500024032256,0.20018506376754078,0.0,0.19887175851910818,0.19873630780617443,0.2024662339701566,0.2002022921742973,N2 R0 150C sample1_Subt2__0__
5.0,60.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.44176548175499364,0.34112883942939204,0.0,0.2645313165534336,0.2500345883908084,0.0,0.0,0.2339250417877212,0.2262870768059638,0.22600522574477003,0.22576643025741247,0.0,N2 R0 60C sample2_Subt2__0__
30.0,60.0,109.1,54.5,136.4,1.0,0.5,1.25,0.0,0.3288563806283523,0.5113070066811596,0.0,0.3057382419681335,0.2553599065208022,0.2548021371663787,0.0,0.0,0.0,0.0,0.2877939238117735,0.29138480447262155,N2 R0 105C sample2_Subt2__0__
30.0,60.0,109.1,54.5,136.4,1.0,0.5,1.25,0.0,0.24893678714747425,0.42118487051769127,0.2504465039549489,0.0,0.0,0.19375483303543917,0.17081290066527818,0.2516609692352553,0.19335907121032803,0.1931565289893706,0.193005028399258,0.22556522129529585,N2 R0 150C sample2_Subt2__0__
30.0,60.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.2998764544537952,0.3149807688458676,0.20463576817383985,0.19506970589470832,0.0,0.24148932240455093,0.0,0.17427054786530868,0.1741742196656234,0.14511050936235,0.1449374148067096,0.1595624981716945,N2 R0 60C sample3_Subt2__0__
30.0,60.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.4494704599584895,0.4438460869040497,0.0,0.0,0.3167178327423133,0.0,0.0,0.2822511502811775,0.2822511502811775,0.28223312510773907,0.2820277932451967,0.2861770346484951,N2 R0 105C sample3_Subt2__0__
60.0,60.0,109.1,54.5,136.4,1.0,0.5,1.25,0.0,0.21427089724171453,0.35534971572658086,0.0,0.2996992790671516,0.0,0.18431934827225208,0.3184425173782071,0.0,0.0,0.30885593509662396,0.308696121255903,0.2984305294982983,N2 R0 150C sample3_Subt2__0__
60.0,60.0,109.1,54.5,136.4,1.0,0.5,1.25,0.0,0.2552702419393041,0.4456589030501546,0.0,0.0,0.0,0.0,0.0,0.3414612778266768,0.3317902387200182,0.3315906369869686,0.3167907932494469,0.3217841561216175,N2 R0 60C sample4_Subt2__0__
60.0,60.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.4192123878272347,0.3060349666952882,0.0,0.0,0.2467117012580258,0.20723507048139786,0.2099125200791465,0.20465618413413833,0.20023564558940946,0.19909203049327082,0.1988433190034354,0.20065128763972165,N2 R0 105C sample4_Subt2__0__
60.0,60.0,85.7,85.7,128.6,1.0,1.0,1.5,0.0,0.42844561888539084,0.2972932092958248,0.0,0.23248162956549015,0.2423915256307966,0.0,0.2111901272801405,0.2056132655295203,0.20296245107394384,0.20277237975326137,0.199946078596004,0.2008621136767197,N2 R0 150C sample4_Subt2__0__
