ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well
25,25.0,70.0,78.33,92.43,129.24,1.0,1.18,1.65,C1
26,25.0,70.0,78.33,92.43,129.24,1.0,1.18,1.65,C2
27,20.0,70.0,75.0,101.25,123.75,1.0,1.35,1.65,C3
28,20.0,70.0,75.0,101.25,123.75,1.0,1.35,1.65,C4
29,20.0,70.0,77.52,96.9,125.58,1.0,1.25,1.62,C5
30,20.0,70.0,77.52,96.9,125.58,1.0,1.25,1.62,C6
31,20.0,70.0,75.57,114.86,109.57,1.0,1.52,1.45,C7
32,20.0,70.0,75.57,114.86,109.57,1.0,1.52,1.45,C8
33,15.0,70.0,78.95,104.21,116.84,1.0,1.32,1.48,C9
34,15.0,70.0,78.95,104.21,116.84,1.0,1.32,1.48,C10
35,15.0,70.0,77.92,109.09,112.99,1.0,1.4,1.45,C11
36,15.0,70.0,77.92,109.09,112.99,1.0,1.4,1.45,C12
