ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well
13,60.0,60.0,81.08,89.19,129.73,1.0,1.1,1.6,B1
14,60.0,60.0,81.08,89.19,129.73,1.0,1.1,1.6,B2
15,40.0,60.0,82.87,84.53,132.6,1.0,1.02,1.6,B3
16,40.0,60.0,82.87,84.53,132.6,1.0,1.02,1.6,B4
17,30.0,60.0,83.8,82.12,134.08,1.0,0.98,1.6,B5
18,30.0,60.0,83.8,82.12,134.08,1.0,0.98,1.6,B6
19,5.0,60.0,86.21,75.86,137.93,1.0,0.88,1.6,B7
20,5.0,60.0,86.21,75.86,137.93,1.0,0.88,1.6,B8
21,5.0,60.0,90.91,100.0,109.09,1.0,1.1,1.2,B9
22,5.0,60.0,90.91,100.0,109.09,1.0,1.1,1.2,B10
23,5.0,60.0,94.34,92.45,113.21,1.0,0.98,1.2,B11
24,5.0,60.0,94.34,92.45,113.21,1.0,0.98,1.2,B12
