ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well
37,60.0,150.0,92.31,64.62,143.08,1.0,0.7,1.55,D1
38,60.0,150.0,92.31,64.62,143.08,1.0,0.7,1.55,D2
39,60.0,150.0,93.75,82.5,123.75,1.0,0.88,1.32,D3
40,60.0,150.0,93.75,82.5,123.75,1.0,0.88,1.32,D4
41,60.0,150.0,90.91,100.0,109.09,1.0,1.1,1.2,D5
42,60.0,150.0,90.91,100.0,109.09,1.0,1.1,1.2,D6
43,60.0,150.0,95.24,90.48,114.29,1.0,0.95,1.2,D7
44,60.0,150.0,95.24,90.48,114.29,1.0,0.95,1.2,D8
45,60.0,150.0,96.15,88.46,115.38,1.0,0.92,1.2,D9
46,60.0,150.0,96.15,88.46,115.38,1.0,0.92,1.2,D10
47,60.0,150.0,100.0,80.0,120.0,1.0,0.8,1.2,D11
48,60.0,150.0,100.0,80.0,120.0,1.0,0.8,1.2,D12
