ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well
49,20.0,80.0,76.34,105.34,118.32,1.0,1.38,1.55,E1
50,20.0,80.0,76.34,105.34,118.32,1.0,1.38,1.55,E2
51,20.0,80.0,76.92,109.23,113.85,1.0,1.42,1.48,E3
52,20.0,80.0,76.92,109.23,113.85,1.0,1.42,1.48,E4
53,20.0,80.0,78.33,105.74,115.93,1.0,1.35,1.48,E5
54,20.0,80.0,78.33,105.74,115.93,1.0,1.35,1.48,E6
55,20.0,80.0,78.95,106.58,114.47,1.0,1.35,1.45,E7
56,20.0,80.0,78.95,106.58,114.47,1.0,1.35,1.45,E8
57,20.0,80.0,82.87,109.39,107.73,1.0,1.32,1.3,E9
58,20.0,80.0,82.87,109.39,107.73,1.0,1.32,1.3,E10
59,15.0,80.0,84.03,106.72,109.24,1.0,1.27,1.3,E11
60,15.0,80.0,84.03,106.72,109.24,1.0,1.27,1.3,E12
