ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well
73,60.0,150.0,90.91,100.0,109.09,1.0,1.1,1.2,G1
74,60.0,150.0,90.91,100.0,109.09,1.0,1.1,1.2,G2
75,60.0,150.0,95.24,90.48,114.29,1.0,0.95,1.2,G3
76,60.0,150.0,95.24,90.48,114.29,1.0,0.95,1.2,G4
77,55.0,150.0,91.46,98.78,109.76,1.0,1.08,1.2,G5
78,55.0,150.0,91.46,98.78,109.76,1.0,1.08,1.2,G6
79,5.0,150.0,90.09,70.27,139.64,1.0,0.78,1.55,G7
80,5.0,150.0,90.09,70.27,139.64,1.0,0.78,1.55,G8
81,5.0,150.0,90.91,68.18,140.91,1.0,0.75,1.55,G9
82,5.0,150.0,90.91,68.18,140.91,1.0,0.75,1.55,G10
83,5.0,150.0,96.77,75.48,127.74,1.0,0.78,1.32,G11
84,5.0,150.0,96.77,75.48,127.74,1.0,0.78,1.32,G12
