ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well
25,60.0,150.0,100.0,40.0,160.0,1.0,0.4,1.6,C1
26,60.0,150.0,100.0,40.0,160.0,1.0,0.4,1.6,C2
27,35.0,150.0,86.21,75.86,137.93,1.0,0.88,1.6,C3
28,35.0,150.0,86.21,75.86,137.93,1.0,0.88,1.6,C4
29,5.0,150.0,93.17,57.76,149.07,1.0,0.62,1.6,C5
30,5.0,150.0,93.17,57.76,149.07,1.0,0.62,1.6,C6
31,5.0,150.0,100.0,40.0,160.0,1.0,0.4,1.6,C7
32,5.0,150.0,100.0,40.0,160.0,1.0,0.4,1.6,C8
33,5.0,150.0,105.26,42.11,152.63,1.0,0.4,1.45,C9
34,5.0,150.0,105.26,42.11,152.63,1.0,0.4,1.45,C10
35,5.0,150.0,90.91,100.0,109.09,1.0,1.1,1.2,C11
36,5.0,150.0,90.91,100.0,109.09,1.0,1.1,1.2,C12
