ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well
73,15.0,85.0,92.31,60.0,147.69,1.0,0.65,1.6,G1
74,15.0,85.0,92.31,60.0,147.69,1.0,0.65,1.6,G2
75,10.0,85.0,87.72,71.93,140.35,1.0,0.82,1.6,G3
76,10.0,85.0,87.72,71.93,140.35,1.0,0.82,1.6,G4
77,10.0,85.0,92.31,60.0,147.69,1.0,0.65,1.6,G5
78,10.0,85.0,92.31,60.0,147.69,1.0,0.65,1.6,G6
79,10.0,85.0,94.64,53.94,151.42,1.0,0.57,1.6,G7
80,10.0,85.0,94.64,53.94,151.42,1.0,0.57,1.6,G8
81,10.0,85.0,96.77,48.39,154.84,1.0,0.5,1.6,G9
82,10.0,85.0,96.77,48.39,154.84,1.0,0.5,1.6,G10
83,5.0,85.0,84.51,80.28,135.21,1.0,0.95,1.6,G11
84,5.0,85.0,84.51,80.28,135.21,1.0,0.95,1.6,G12
