ID,Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,well
49,30.0,150.0,89.55,67.16,143.28,1.0,0.75,1.6,E1
50,30.0,150.0,89.55,67.16,143.28,1.0,0.75,1.6,E2
51,5.0,150.0,88.76,69.23,142.01,1.0,0.78,1.6,E3
52,5.0,150.0,88.76,69.23,142.01,1.0,0.78,1.6,E4
53,5.0,150.0,89.55,67.16,143.28,1.0,0.75,1.6,E5
54,5.0,150.0,89.55,67.16,143.28,1.0,0.75,1.6,E6
55,5.0,150.0,89.82,73.65,136.53,1.0,0.82,1.52,E7
56,5.0,150.0,89.82,73.65,136.53,1.0,0.82,1.52,E8
57,5.0,150.0,92.59,75.93,131.48,1.0,0.82,1.42,E9
58,5.0,150.0,92.59,75.93,131.48,1.0,0.82,1.42,E10
59,5.0,150.0,96.15,81.73,122.12,1.0,0.85,1.27,E11
60,5.0,150.0,96.15,81.73,122.12,1.0,0.85,1.27,E12
