Anneal Time,Temperature,PbI2_vol,BAAc_vol,MAI_vol,R PbI2,R BAAc,R MAI,QW 1,QW 2,QW 3,QW 4,QW 5,QW 6,QW 7,QW 8,QW 9,QW 10,QW 11,QW 12,QW 99,files,campaign
5.0,150.0,109.1,54.5,136.4,1.0,0.5,1.25,0.0,0.0,0.4337161641470208,0.4165233882901035,0.3708723954625181,0.0,0.0,0.0,0.0,0.0,0.0,0.2736860109765967,0.2794059444195082,N2 R0 60C sample9_Subt2__0,N2
5.0,150.0,109.1,54.5,136.4,1.0,0.5,1.25,0.0,0.0,0.4310790098636692,0.4783452236148107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3183185881337459,0.3260568130149627,N2 R0 105C sample9_Subt2__0,N2
30.0,150.0,109.1,54.5,136.4,1.0,0.5,1.25,0.0,0.2577422014735247,0.3601355315478513,0.4287204088813412,0.3619687910373046,0.0,0.0,0.0,0.0,0.0,0.0,0.237970444606744,0.2418438862446017,N2 R0 105C sample10_Subt2__0,N2
30.0,150.0,109.1,54.5,136.4,1.0,0.5,1.25,0.0,0.1924247250685986,0.3523065322458522,0.3215287509912102,0.2637062830987068,0.0,0.0,0.2394327660891374,0.217122239958362,0.2169199563606113,0.0,0.0,0.214517232429994,N2 R0 150C sample10_Subt2__0,N2
60.0,150.0,109.1,54.5,136.4,1.0,0.5,1.25,0.0,0.0,0.3255903573257546,0.2986101111521316,0.2733093431795739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5254398526491243,N2 R0 150C sample11_Subt2__0,N2
60.0,150.0,109.1,54.5,136.4,1.0,0.5,1.25,0.0,0.2545996383400488,0.3541048142959084,0.3473026447227729,0.3341369946403361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4923793538982453,N2 R0 60C sample12_Subt2__0,N2
60.0,60.0,83.33,83.33,133.33,1.0,1.0,1.6,0.0,0.4531018374933513,0.3850638321463264,0.2784146561539151,0.2687267547761023,0.0,0.2563956308579768,0.2574157210859483,0.2536595790614002,0.2544871026707154,0.0,0.0,0.0,N2 R1 sample 1_Subt2__0__13-46-10-938.csv,N2
60.0,60.0,83.33,83.33,133.33,1.0,1.0,1.6,0.0,0.4575332908051591,0.3278875135216706,0.2394565129769479,0.0,0.2385533157396112,0.2280920846069722,0.2322043221295986,0.0,0.0,0.0,0.0,0.0,N2 R1 sample 2_Subt2__0__13-48-48-934.csv,N2
60.0,60.0,90.91,72.73,136.36,1.0,0.8,1.5,0.0,0.2191128796152145,0.3896981595183606,0.2253551763413896,0.199921443453268,0.0,0.1495790822014958,0.1437577854809697,0.1423405066118434,0.1438624746874613,0.1519592958767675,0.1537848307355779,0.1514216536360872,N2 R1 sample 3_Subt2__0__14-07-40-908.csv,N2
60.0,60.0,90.91,72.73,136.36,1.0,0.8,1.5,0.0,0.1247818128594013,0.3046354264812369,0.1996109367695594,0.1513892440774664,0.0,0.1324015852132531,0.1324742491003378,0.1028569905772761,0.0968273264664636,0.0942237624412285,0.1385760457582029,0.1094913191829875,N2 R1 sample 4_Subt2__0__14-05-03-412.csv,N2
45.0,60.0,86.21,77.59,136.21,1.0,0.9,1.58,0.0,0.3671169986548646,0.4146466341449519,0.3138590812278733,0.2516668285232004,0.0,0.2384548882658042,0.2259340608685229,0.2257110987555396,0.2254477662741075,0.0,0.2264783938068505,0.2291813203418748,N2 R1 sample 5_Subt2__0__13-45-45-439.csv,N2
45.0,60.0,86.21,77.59,136.21,1.0,0.9,1.58,0.0,0.4714274141889427,0.364984165844961,0.0,0.2770179126676501,0.0,0.2537088772873273,0.2591957332011097,0.2545162022473979,0.2580143730500246,0.2559934726474387,0.2557603891576603,0.2561117711512632,N2 R1 sample 6_Subt2__0__13-33-03-956.csv,N2
45.0,60.0,85.23,93.75,121.02,1.0,1.1,1.42,0.0,0.3647186459160792,0.2496535318397671,0.0,0.1672224914065745,0.1669419887128547,0.1833823389502439,0.1473550456082678,0.1816465143744283,0.1452306876492071,0.144959506802634,0.1577245355612785,0.1604050599820195,N2 R1 sample 7_Subt2__0__13-33-21-456.csv,N2
45.0,60.0,85.23,93.75,121.02,1.0,1.1,1.42,0.0,0.5339578258315967,0.3678374250202358,0.0,0.0,0.2886783440536193,0.3103104433905101,0.0,0.0,0.0,0.0,0.0,0.0,N2 R1 sample 8_Subt2__0__13-30-45-460.csv,N2
40.0,60.0,82.19,90.41,127.4,1.0,1.1,1.55,0.0,0.3603297855200927,0.3097142643282157,0.1807560219315989,0.1912634321539596,0.0,0.1819216192361118,0.1827137324259483,0.1701145611197477,0.1865363806212558,0.1696991776001637,0.169512453254758,0.0,N2 R1 sample 9_Subt2__0__14-03-03-914.csv,N2
40.0,60.0,82.19,90.41,127.4,1.0,1.1,1.55,0.0,0.4907493359123278,0.2966287361975525,0.0,0.2430430631051324,0.2397170205554246,0.235095435407465,0.2342541597994546,0.0,0.0,0.0,0.0,0.0,N2 R1 sample 10_Subt2__0__14-02-13-415.csv,N2
40.0,60.0,89.55,80.6,129.85,1.0,0.9,1.45,0.0,0.3933716884062136,0.2776021150960793,0.1962021193347473,0.1887136820550283,0.0,0.0,0.0,0.1752707995971741,0.1764223740732464,0.1727030563852177,0.1725521490733305,0.1914625741254084,N2 R1 sample 11_Subt2__0__13-31-30-959.csv,N2
40.0,60.0,89.55,80.6,129.85,1.0,0.9,1.45,0.0,0.3815214974013529,0.2886281729978816,0.194875326609185,0.1864185074739398,0.1788649811358747,0.1706859342926477,0.1743482206669309,0.1826047749248323,0.0,0.0,0.1888580213859463,0.1720371817302018,N2 R1 sample 12_Subt2__0__13-32-27-460.csv,N2
60.0,70.0,81.08,89.19,129.73,1.0,1.1,1.6,0.0,0.3780223073242845,0.2913374972477263,0.2348839779651935,0.1784166052191776,0.192324152605034,0.1865412630514731,0.1848628877104729,0.1695821290625938,0.1696035589775865,0.1692628947659694,0.1690996868882988,0.1714043975925737,N2 R2  sample 1_Subt2__0__15-56-15-757.csv,N2
60.0,70.0,81.08,89.19,129.73,1.0,1.1,1.6,0.0,0.3192012051551293,0.2767668648441735,0.2513162738258016,0.0,0.0,0.4670977618700618,0.0,0.0,0.0,0.0,0.2410198863470852,0.2450820345113206,N2 R2  sample 2_Subt2__0__15-59-53-252.csv,N2
40.0,70.0,81.52,88.04,130.43,1.0,1.08,1.6,0.0,0.475406152444881,0.3064809432078831,0.0,0.2585056024001905,0.0,0.2799733439485853,0.0,0.2314205552032047,0.231557012479084,0.2260684566143344,0.2257810419531301,0.0,N2 R2  sample 3_Subt2__0__15-45-01-772.csv,N2
40.0,70.0,81.52,88.04,130.43,1.0,1.08,1.6,0.0,0.457942646235174,0.3304780971447716,0.2561782122666651,0.0,0.2593963410100309,0.2356896723414497,0.2350021881017941,0.0,0.0,0.0,0.0,0.0,N2 R2  sample 4_Subt2__0__15-43-40-274.csv,N2
25.0,70.0,82.87,84.53,132.6,1.0,1.02,1.6,0.0,0.4786149552199573,0.3587875983442148,0.263677349773576,0.2537227600435233,0.253937594661802,0.2538127385370394,0.2536003639999536,0.2533503164072258,0.2530453415830168,0.0,0.2689707442512023,0.2716501286793589,N2 R2  sample 5_Subt2__0__15-25-22-799.csv,N2
25.0,70.0,82.87,84.53,132.6,1.0,1.02,1.6,0.0,0.5055281764372596,0.3394014927074618,0.2664458811065703,0.2633416949415602,0.0,0.2549786763612157,0.0,0.0,0.0,0.0,0.0,0.0,N2 R2  sample 6_Subt2__0__15-25-47-300.csv,N2
5.0,70.0,81.08,89.19,129.73,1.0,1.1,1.6,0.0,0.48957860455601,0.3504212377311068,0.0,0.3276792716715787,0.0,0.3015341477662466,0.2551873018104978,0.2548460480850688,0.2540897181806265,0.2538120665338255,0.0,0.0,N2 R2  sample 7_Subt2__0__15-06-36-826.csv,N2
5.0,70.0,81.08,89.19,129.73,1.0,1.1,1.6,0.0,0.3558468345712762,0.31682509126649,0.2532123327868696,0.253382565563205,0.0,0.2648937184861683,0.1943851622843208,0.1940634533876275,0.1804519712941845,0.0,0.0,0.0,N2 R2  sample 8_Subt2__0__15-06-58-826.csv,N2
5.0,70.0,86.96,73.91,139.13,1.0,0.85,1.6,0.0,0.3018161855782785,0.3683311475355078,0.0,0.2186289824824425,0.0,0.1754965939567737,0.1841012505949343,0.1707703970083264,0.1706856045758193,0.1704921911396568,0.18476593947724,0.1817257158438643,N2 R2  sample 9_Subt2__0__15-10-05-322.csv,N2
5.0,70.0,86.96,73.91,139.13,1.0,0.85,1.6,0.0,0.399779234322076,0.3815817902373175,0.0,0.2546253273381131,0.0,0.2380476366649574,0.2297844309686966,0.2309666615487992,0.2269477987393789,0.226670160101289,0.2304490280890317,0.2334260842724476,N2 R2  sample 10_Subt2__0__15-11-04-321.csv,N2
5.0,70.0,90.91,100.0,109.09,1.0,1.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R2  sample 11_Subt2__0__15-12-09-820.csv,N2
5.0,70.0,90.91,100.0,109.09,1.0,1.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R2  sample 12_Subt2__0__15-12-33-818.csv,N2
35.0,60.0,81.52,88.04,130.43,1.0,1.08,1.6,0.0,0.4475808412076807,0.2805598776595405,0.2304759946639344,0.2512070764474663,0.0,0.2590753469980377,0.0,0.2275707730310915,0.197986278572696,0.1977482393230238,0.0,0.0,N2 R3 sample 1_Subt2__0__17-28-06-629.csv,N2
35.0,60.0,81.52,88.04,130.43,1.0,1.08,1.6,0.0,0.4760673335365963,0.3729957335297736,0.3098455150863364,0.0,0.0,0.3463173476241867,0.0,0.0,0.0,0.0,0.0,0.0,N2 R3 sample 2_Subt2__0__17-27-45-629.csv,N2
35.0,60.0,83.33,83.33,133.33,1.0,1.0,1.6,0.0,0.4455229868032975,0.3374372066070542,0.0,0.2392390655671555,0.0,0.2487926613654562,0.241404126647125,0.226840011112398,0.226546946934278,0.2260097952715985,0.2257773599794097,0.0,N2 R3 sample 3_Subt2__0__17-28-32-628.csv,N2
35.0,60.0,83.33,83.33,133.33,1.0,1.0,1.6,0.0,0.4842041478826617,0.3656020779090321,0.28766561668265,0.0,0.0,0.2694901987220257,0.0,0.0,0.0,0.0,0.0,0.0,N2 R3 sample 4_Subt2__0__17-28-51-128.csv,N2
35.0,60.0,100.0,40.0,160.0,1.0,0.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725658503851978,0.7953632395167246,0.5216160019009074,0.0,N2 R3 sample 5_Subt2__0__17-29-22-627.csv,N2
35.0,60.0,100.0,40.0,160.0,1.0,0.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7787843635289177,0.5659350637561716,0.0,N2 R3 sample 6_Subt2__0__17-30-10-626.csv,N2
20.0,60.0,83.33,83.33,133.33,1.0,1.0,1.6,0.0,0.5569378095573781,0.4226303948011047,0.323788295173117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R3 sample 7_Subt2__0__17-14-56-647.csv,N2
20.0,60.0,83.33,83.33,133.33,1.0,1.0,1.6,0.0,0.5875572545772574,0.4280576039935076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R3 sample 8_Subt2__0__17-15-21-147.csv,N2
5.0,60.0,100.0,40.0,160.0,1.0,0.4,1.6,0.0,0.0,0.0,0.2753162776651718,0.0,0.0,0.3755963118599399,0.0,0.0,0.4124315349567417,0.3134359783949375,0.3878522121875986,0.0,N2 R3 sample 9_Subt2__0__17-00-41-667.csv,N2
5.0,60.0,100.0,40.0,160.0,1.0,0.4,1.6,0.0,0.0,0.2474634199018545,0.2905861557083289,0.0,0.0,0.0,0.0,0.3180081322019821,0.380046147064927,0.4119037267582579,0.4113861148785558,0.0,N2 R3 sample 10_Subt2__0__17-01-28-169.csv,N2
5.0,60.0,109.09,43.64,147.27,1.0,0.4,1.35,0.0,0.0,0.3050626201305617,0.2944817201031947,0.3359417413059431,0.0,0.5176863464733475,0.5164539014055856,0.0,0.0,0.0,0.0,0.0,N2 R3 sample 11_Subt2__0__17-02-35-665.csv,N2
5.0,60.0,109.09,43.64,147.27,1.0,0.4,1.35,0.0,0.0,0.3992842028897372,0.2924672707537855,0.2510481816510453,0.0,0.332714238447516,0.2391746042727468,0.2386586757597365,0.0,0.0,0.0,0.2454372527466466,N2 R3 sample 12_Subt2__0__17-09-01-655.csv,N2
60.0,150.0,97.4,48.7,153.9,1.0,0.5,1.58,0.0,0.3173374662861628,0.0,0.3129170512404456,0.3127267542084693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6411502861738198,N2 R4 sample 1_Subt2__0__19-17-26-976.csv,N2
60.0,150.0,97.4,48.7,153.9,1.0,0.5,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N2 R4 sample 2_Subt2__0__19-18-33-975.csv,N2
60.0,150.0,95.54,59.24,145.22,1.0,0.62,1.52,0.0,0.3487324882573601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6232687429950192,N2 R4 sample 3_Subt2__0__19-19-58-974.csv,N2
60.0,150.0,95.54,59.24,145.22,1.0,0.62,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R4 sample 4_Subt2__0__19-20-29-972.csv,N2
60.0,150.0,95.24,66.67,138.1,1.0,0.7,1.45,0.0,0.3606834034706954,0.0,0.3104318067936368,0.3112245481820644,0.3120639281926324,0.0,0.3110124226474797,0.0,0.0,0.0,0.0,0.5939482352780358,N2 R4 sample 5_Subt2__0__19-23-30-468.csv,N2
60.0,150.0,95.24,66.67,138.1,1.0,0.7,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R4 sample 6_Subt2__0__19-24-56-466.csv,N2
60.0,150.0,100.0,70.0,130.0,1.0,0.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R4 sample 7_Subt2__0__19-25-27-966.csv,N2
60.0,150.0,100.0,70.0,130.0,1.0,0.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R4 sample 8_Subt2__0__19-26-21-464.csv,N2
60.0,150.0,96.77,87.1,116.13,1.0,0.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R4 sample 9_Subt2__0__19-29-16-961.csv,N2
60.0,150.0,96.77,87.1,116.13,1.0,0.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R4 sample 10_Subt2__0__19-30-16-458.csv,N2
60.0,150.0,101.69,76.27,122.03,1.0,0.75,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R4 sample 11_Subt2__0__19-30-41-958.csv,N2
60.0,150.0,101.69,76.27,122.03,1.0,0.75,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R4 sample 12_Subt2__0__19-31-24-959.csv,N2
55.0,80.0,83.8,82.12,134.08,1.0,0.98,1.6,0.0,0.2800146379973529,0.2234807198584525,0.1114847872791305,0.1078699382431007,0.1122037418940537,0.1211434495161476,0.1010209042424987,0.0939029566266512,0.1052771599953802,0.1050800727471156,0.1049352198249304,0.1054022058564296,N2 R5 sample 1_Subt2__0__12-33-34-822.csv,N2
55.0,80.0,83.8,82.12,134.08,1.0,0.98,1.6,0.0,0.376387797999272,0.4058717905359941,0.2854276945060302,0.0,0.244821868749053,0.2408017877060935,0.0,0.2263207290203637,0.2257522611268092,0.2255546999647499,0.2252913046124108,0.2283460815125285,N2 R5 sample 2_Subt2__0__12-34-23-321.csv,N2
30.0,80.0,85.23,78.41,136.36,1.0,0.92,1.6,0.0,0.3229640204085033,0.292699037542324,0.1919574145737826,0.1533616201965884,0.0,0.1525009848037503,0.0,0.1533358120221656,0.1531943215722269,0.1691941309345658,0.1690559326981121,0.1636910133693384,N2 R5 sample 3_Subt2__0__12-09-25-361.csv,N2
30.0,80.0,85.23,78.41,136.36,1.0,0.92,1.6,0.0,0.3578903131822092,0.3136409651077539,0.0,0.0,0.1985480238033504,0.1792902790145484,0.1824360134156185,0.1822137875716963,0.1888626490892156,0.0,0.0,0.1922784983469419,N2 R5 sample 4_Subt2__0__12-15-09-848.csv,N2
15.0,80.0,83.33,83.33,133.33,1.0,1.0,1.6,0.0,0.4340034436007156,0.3514470635705156,0.2760200956318639,0.2315148211194983,0.0,0.2677961158248894,0.0,0.0,0.0,0.0,0.2701408339409731,0.2735375380848902,N2 R5 sample 5_Subt2__0__11-59-48-368.csv,N2
15.0,80.0,83.33,83.33,133.33,1.0,1.0,1.6,0.0,0.3561322862958238,0.3147436625791941,0.0,0.2168661947412607,0.1707236426334961,0.1758066347410518,0.0,0.1903191006524407,0.1897849699179815,0.0,0.0,0.2049547458398243,N2 R5 sample 6_Subt2__0__12-00-11-368.csv,N2
15.0,80.0,85.23,78.41,136.36,1.0,0.92,1.6,0.0,0.333196381963021,0.3946095195833578,0.0,0.0,0.0,0.2159316024533794,0.0,0.2054111699769473,0.2101312086909653,0.2099042584920418,0.0,0.2149066224990498,N2 R5 sample 7_Subt2__0__12-01-02-366.csv,N2
15.0,80.0,85.23,78.41,136.36,1.0,0.92,1.6,0.0,0.4089421835093407,0.3175629367757768,0.0,0.2264152431737995,0.2008771955821236,0.2054884180451549,0.2000154953902528,0.2119802862149704,0.2116942443695884,0.0,0.0,0.2130791834492299,N2 R5 sample 8_Subt2__0__12-01-52-365.csv,N2
5.0,80.0,82.87,84.53,132.6,1.0,1.02,1.6,0.0,0.386376427736249,0.2836095392636793,0.1949083456634756,0.1930727703949929,0.0,0.1853663752376165,0.1787714758864978,0.1727338266352888,0.1724517649402543,0.1721019052668473,0.0,0.198394062513747,N2 R5 sample 9_Subt2__0__11-54-47-882.csv,N2
5.0,80.0,82.87,84.53,132.6,1.0,1.02,1.6,0.0,0.4260119776667551,0.3002011307761087,0.0,0.2190457075996744,0.0,0.0,0.1986481267914689,0.2069077110543186,0.2042278355925271,0.1983677675265779,0.1981642726012539,0.20993668808323,N2 R5 sample 10_Subt2__0__11-55-39-874.csv,N2
5.0,80.0,83.8,82.12,134.08,1.0,0.98,1.6,0.0,0.5234868208181426,0.4240302284232062,0.0,0.3084361580774498,0.3088933745573113,0.0,0.309254805445082,0.3117334277488662,0.3091400803824316,0.3090226991054531,0.3098536971474581,0.314429839750284,N2 R5 sample 11_Subt2__0__11-59-11-369.csv,N2
5.0,80.0,83.8,82.12,134.08,1.0,0.98,1.6,0.0,0.4794649174777448,0.3636829266061328,0.0,0.2752576564681349,0.2566234585627957,0.2642958990046898,0.0,0.0,0.0,0.0,0.0,0.0,N2 R5 sample 12_Subt2__0__11-57-06-372.csv,N2
60.0,60.0,109.09,52.36,138.55,1.0,0.48,1.27,0.0,0.0,0.339022396060187,0.0,0.4303655214414248,0.0,0.0,0.0,0.0,0.0,0.0,0.4775698741573151,0.4859532200981449,N2 R5 sample 1_Subt2__0__14-23-50-669.csv,N2
60.0,60.0,109.09,52.36,138.55,1.0,0.48,1.27,0.0,0.2496447640691309,0.0,0.0,0.3625235364294001,0.0,0.3162295215136003,0.0,0.335005505380978,0.3348595191464267,0.3560014939518814,0.3557399850674241,0.3745883948289266,N2 R5 sample 2_Subt2__0__14-25-27-666.csv,N2
40.0,60.0,103.45,72.41,124.14,1.0,0.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R5 sample 3_Subt2__0__14-05-30-194.csv,N2
40.0,60.0,103.45,72.41,124.14,1.0,0.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R5 sample 4_Subt2__0__14-06-09-193.csv,N2
25.0,60.0,101.01,72.73,126.26,1.0,0.72,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R5 sample 5_Subt2__0__13-51-08-214.csv,N2
25.0,60.0,101.01,72.73,126.26,1.0,0.72,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R5 sample 6_Subt2__0__13-51-45-713.csv,N2
10.0,60.0,103.45,72.41,124.14,1.0,0.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R5 sample 7_Subt2__0__13-54-37-709.csv,N2
10.0,60.0,103.45,72.41,124.14,1.0,0.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N2 R5 sample 8_Subt2__0__13-53-36-211.csv,N2
5.0,60.0,83.8,82.12,134.08,1.0,0.98,1.6,0.0,0.2836768492245335,0.3882977086854932,0.2867864990444766,0.2266089872946138,0.2073310740010919,0.2006666258251241,0.2002432084785114,0.0,0.0,0.0,0.2256872151015966,0.2287304865810124,N2 R5 sample 9_Subt2__0__13-32-52-245.csv,N2
5.0,60.0,83.8,82.12,134.08,1.0,0.98,1.6,0.0,0.2539401506764522,0.360312486218886,0.0,0.2085080064176888,0.1538825370392182,0.1485493892497796,0.1518575053112653,0.157138041184949,0.0,0.165490250601173,0.1449878566441237,0.1450975928372863,N2 R5 sample 10_Subt2__0__13-33-13-240.csv,N2
5.0,60.0,84.51,80.28,135.21,1.0,0.95,1.6,0.0,0.4743097255013563,0.4176381634355313,0.3231906471842353,0.2814912813129936,0.2811052173633632,0.2817877749106232,0.2813792964568897,0.2809215508316362,0.2812848922255104,0.2806530716641703,0.0,0.2826806010088173,N2 R5 sample 11_Subt2__0__13-34-59-737.csv,N2
5.0,60.0,84.51,80.28,135.21,1.0,0.95,1.6,0.0,0.2952644185052414,0.2634390033859319,0.1710161784648237,0.1489053087813513,0.0,0.1425164173607925,0.0,0.1196556176509857,0.1212684311869898,0.1272552580765313,0.1271351046825452,0.1341600537562882,N2 R5 sample 12_Subt2__0__13-36-27-234.csv,N2
40.0,125.0,81.08,89.19,129.73,1.0,1.1,1.6,0.0,0.2066491126972638,0.322925620244095,0.2942868283465509,0.2110388366539086,0.0,0.1834581650007962,0.1557368589039452,0.1911465381799624,0.190928858866417,0.0,0.0,0.1936763904190014,N2 R7 sample 1_Subt2__0__15-41-57-561.csv,N2
40.0,125.0,81.08,89.19,129.73,1.0,1.1,1.6,0.0,0.2265132095200619,0.3066038542542579,0.3083621676230567,0.0,0.1555602583311288,0.2051737052222983,0.1456233757558072,0.145234044729816,0.1473089920021649,0.1471086854966741,0.1854061005494178,0.1471008003907701,N2 R7 sample 2_Subt2__0__15-42-28-559.csv,N2
20.0,125.0,81.52,89.67,128.8,1.0,1.1,1.58,0.0,0.2368665916030557,0.3751882748791635,0.2417053238115485,0.0,0.2066914979953103,0.1775504197511703,0.0,0.1791349225870703,0.168970842455223,0.1687895226525801,0.0,0.1874866706514612,N2 R7 sample 3_Subt2__0__15-24-52-584.csv,N2
20.0,125.0,81.52,89.67,128.8,1.0,1.1,1.58,0.0,0.2642322556638534,0.4530994290327466,0.2745605161557192,0.2599680184139639,0.0,0.2769107437709547,0.0,0.1985072153987873,0.2649634229948496,0.0,0.0,0.0,N2 R7 sample 4_Subt2__0__15-27-54-080.csv,N2
20.0,125.0,83.8,92.18,124.02,1.0,1.1,1.48,0.0,0.3220937626220329,0.2927389813095979,0.2562655433439449,0.0,0.2463219414782008,0.1426790690425868,0.0,0.196148308779264,0.2061525731264037,0.1740385718219479,0.1738602263003225,0.17896308290747,N2 R7 sample 5_Subt2__0__15-43-51-057.csv,N2
20.0,125.0,83.8,92.18,124.02,1.0,1.1,1.48,0.0,0.3551868027201457,0.3583569664547659,0.3705702164300726,0.0,0.0,0.3266419311983381,0.0,0.3006049046136324,0.1982404741568109,0.0,0.0,0.3166955730700222,N2 R7 sample 6_Subt2__0__15-44-09-557.csv,N2
5.0,125.0,81.08,89.19,129.73,1.0,1.1,1.6,0.0,0.4147082432788089,0.3124645262776443,0.0,0.2245831790366697,0.234638191705648,0.0,0.0,0.214435943313687,0.200380345482486,0.2001821125397705,0.0,0.2093493295314181,N2 R7 sample 7_Subt2__0__15-23-19-584.csv,N2
5.0,125.0,81.08,89.19,129.73,1.0,1.1,1.6,0.0,0.4641039474701524,0.323017371440001,0.2521350115254167,0.0,0.3047923491691541,0.0,0.0,0.0,0.0,0.0,0.2426214445225797,0.2466102246229361,N2 R7 sample 8_Subt2__0__15-22-46-592.csv,N2
5.0,125.0,82.19,86.3,131.51,1.0,1.05,1.6,0.0,0.2635574754869143,0.4090563147499967,0.2524345418171709,0.0,0.1960883653028808,0.1826625904091883,0.1764454365200155,0.1820893998559876,0.1817678975941359,0.0,0.0,0.0,N2 R7 sample 9_Subt2__0__15-20-37-590.csv,N2
5.0,125.0,82.19,86.3,131.51,1.0,1.05,1.6,0.0,0.3195783523159903,0.4645799505630991,0.0,0.0,0.2367958192354573,0.2397801390485895,0.2413048287091609,0.2282757529553898,0.2278509908688389,0.0,0.0,0.0,N2 R7 sample 10_Subt2__0__15-55-08-542.csv,N2
5.0,125.0,85.71,94.29,120.0,1.0,1.1,1.4,0.0,0.3303879620122197,0.2287046618635718,0.1702336241476128,0.0,0.0,0.2267292290195875,0.1861669255054535,0.1613433868764061,0.1612337452159547,0.1646226232555081,0.1578763474246294,0.1859710745096791,N2 R7 sample 11_Subt2__0__15-19-46-590.csv,N2
5.0,125.0,85.71,94.29,120.0,1.0,1.1,1.4,0.0,0.3664180510179508,0.2478590909371033,0.1412605176938567,0.0,0.0,0.1584791282999693,0.1505850062668427,0.1526423542997662,0.1472124235569904,0.1470146500004203,0.1513145587143886,0.1621886097364855,N2 R7 sample 12_Subt2__0__15-17-18-095.csv,N2
60.0,150.0,,,,1.0,0.4,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N2 R8 sample 1_Subt2__0__17-43-15-392.csv,N2
60.0,150.0,,,,1.0,0.4,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N2 R8 sample 2_Subt2__0__17-42-29-389.csv,N2
60.0,150.0,,,,1.0,0.42,1.35,0.0,0.0,0.0,0.314590088812504,0.3263706668371267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5946492578192243,N2 R8 sample 3_Subt2__0__17-44-26-890.csv,N2
60.0,150.0,,,,1.0,0.42,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N2 R8 sample 4_Subt2__0__17-44-48-391.csv,N2
60.0,150.0,,,,1.0,0.4,1.2,0.0,0.0,0.0,0.3132226793377038,0.3236939262991793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5970334262565423,N2 R8 sample 5_Subt2__0__17-45-09-889.csv,N2
60.0,150.0,,,,1.0,0.4,1.2,0.0,0.0,0.0,0.2695560602310082,0.2713174240220343,0.2952747762169097,0.0,0.0,0.0,0.0,0.0,0.0,0.5650640591109565,N2 R8 sample 6_Subt2__0__17-45-26-888.csv,N2
